headword_iast	headword_slp1	entry_id	page	body
janapada	janapada	1008	1-273	{@Jana-pada@}¦ in the Brāhmaṇas denotes both the ‘people,’ as opposed to the king,<sup>1</sup> and the ‘land’ or ‘relam.’<sup>2</sup> The ‘subjects’ are also denoted by the adjectival {%jānapada.%}<sup>3</sup> <F>1) Aitareya Brāhmaṇa, viii. 14 (plural); Śatapatha Brāhmaṇa, xiii. 4, 2, 17.</F> <F>2) Taittirīya Brāhmaṇa, ii. 3, 9, 9; Bṛhadāraṇyaka Upaniṣad, ii. 1, 20; Chāndogya Upaniṣad, v. 11, 5; viii. 1, 5.</F> <F>3) Śatapatha Brāhmaṇa, xiv. 5, 1, 20.</F>
janamejaya	janamejaya	1009	1-273	"1. {@Janam-ejaya@}¦ (‘man-impelling’) is the name of a king, a {@Pārikṣita,@}<sup>1</sup> famous towards the end of the Brāhmaṇa period. He is mentioned in the Śatapatha Brāhmaṇa<sup>2</sup> as owning horses which when wearied were refreshed with sweet drinks, and as a performer of the Aśvamedha, or horse sacrifice.<sup>3</sup> His capital, according to a Gāthā quoted in the Śatapatha<sup>4</sup> and the Aitareya Brāhmaṇas,<sup>5</sup> was {@Āsandīvant.@} His brothers {@Ugrasena, Bhīmasena,@} and {@Śrutasena@} are mentioned as having [Page1-274+ 49] by the horse sacrifice purified themselves from sin. The priest who performed the sacrifice for him was {@Indrota Daivāpi@} {@Śaunaka.@}<sup>6</sup> On the other hand the Aitareya Brāhmaṇa,<sup>7</sup> which also mentions his Aśvamedha, names {@Tura Kāvaṣeya@} as his priest. It also contains an obscure tale stating that at one sacrifice of his he did not employ the {@Kaśyapas,@} but the {@Bhūtavīras,@} being, however, induced by the {@Asitamṛgas@} to have recourse to the Kaśyapas again.<sup>8</sup> He was a {@Kuru@} prince; see {@Parikṣit.@} The Gopatha Brāhmaṇa<sup>9</sup> tells an absurd tale about him, evidently as of an ancient hero. <F>1) Śatapatha Brāhmaṇa, xiii. 5, 4, 1 {%et seq.;%} Aitareya Brāhmaṇa, vii. 34; viii. 11. 21; Śāṅkhāyana Śrauta Sūtra, xvi. 8, 27, etc.</F> <F>2) xi. 5, 5, 13.</F> <F>3) xiii. 5, 4, 1-3.</F> <F>4) xiii. 5, 4, 2.</F> <F>5) viii. 21.</F> <F>6) Satapatha Brāhmaṇa, xiii. 5, 4, 1; Śāṅkhāyana Śrauta Sūtra, {%loe. cit.%}</F> <F>7) viii. 21. {%Cf.%} iv. 27; vii. 34.</F> <F>8) vii. 27. {%Cf.%} Weber, {%Indische Studien,%} 1, 204; Muir, {%Sanskrit Texts,%} 12, 438, n. 229; Eggeling, {%Sacred Books of the%} {%East,%} 43, 345, n.</F> <F>9)i. 2, 5. <div n=""P""/>{%Cf.%} Weber, {%Indian Literature,%} 123- 125; 134-136; Oldenberg, {%Zeitschrift der%} {%Deutschen Morgenländischen Gesellschaft,%} 37, 65 {%et seq.;%} 42, 239; Pargiter, {%Journal%} {%of the Royal Asiatic Society,%} 1910, 28 {%et seq.%}</F>"
janamejaya	janamejaya	1010	1-274	2. {@Janam-ejaya@}¦ is in the Pañcaviṃśa Brāhmaṇa<sup>1</sup> the name of a priest who officiated at the snake sacrifice. <F>1) xxv. 15, 3. {%Cf.%} Weber, {%Indische Studien,%} 1, 35.</F>
janaśruta	janaSruta	1011	1-274	{@Jana-śruta@}¦ (‘famed among men’) {@Kāṇḍviya@} is the name of a pupil of {@Hṛtsvāśaya,@} mentioned in a Vaṃśa (list of teachers) in the Jaiminīya Upaniṣad Brāhmaṇa (iii. 40, 2), and of Vārakya, a pupil of {@Jayanta,@} referred to in the same Brāh- maṇa (iii. 41, 1; iv. 17, 1). {%Cf.%} {@Jānaśruti.@}
jani	jani	1012	1-274	{@Jani, Janī.@}¦ — These words appear to denote ‘wife,’ usually applying to her in relation to her husband ({@Pati@}). The more general sense of ‘woman’ is doubtful; for when Uṣas is called a fair {@Janī,@}<sup>1</sup> ‘wife’ may be meant, and the other passage<sup>2</sup> cited for this sense by Delbrück,<sup>3</sup> which refers to the begetting of children, seems to demand the sense of ‘wives.’ Since the words usually appear in the plural,<sup>4</sup> it is possible they may [Page1-275+ 45] refer not to ‘wives’ proper, but to Hetairai. This is, how- ever, rendered unlikely because the Rigveda<sup>5</sup> uses the phrase {%patyur janitvam,%} denoting ‘wifehood to a husband,’ as well as the expression {%janayo na patnīḥ,%}<sup>6</sup> ‘like wives (who are) mistresses,’<sup>7</sup> besides containing passages in which the word has reference to marriage.<sup>8</sup> The singular occurs in the dialogue of Yama and Yamī.<sup>9</sup> <F>1) Rv. iv. 52, 1.</F> <F>2) v. 61, 3.</F> <F>3) {%Die indogermanischen Verwandschafts-%} {%namen,%} 413.</F> <F>4) i. 85, 1; iv. 5, 5; 19, 5; vii. 18, 2; 26, 3; ix. 86, 32; Vājasaneyi Saṃhitā, xii. 35; xx. 40. 43, etc. {%Cf.%} Rv. x. 43, 1. In x. 110, 5, the phrase is {%patibhyo na%} {%janayaḥ,%} where both plurals may be generic</F> <F>5) x. 18, 8. {%Cf. janitvana%} in viii. 2, 42.</F> <F>6) i. 62, 10; 186, 7.</F> <F>7) The distinction of sense was prob- ably this: {%jani%} meant ‘wife,’ as bearing children (from {%jan,%} ‘beget’), while {%patnī%} was ‘wife,’ as being mistress of the house (feminine of {%pati,%} ‘lord,’ ‘husband’).</F> <F>8) v. 61, 3. So in x. 40, 10, the word seems certainly to refer to marriage.</F> <F>9) x. 10, 3.</F>
janitṛ	janitf	1013	1-275	{@Janitṛ@}¦<sup>1</sup> and {@Janitrī@}<sup>2</sup> are frequent words, in the Rigveda and later, for ‘father’ and ‘mother’ regarded as the ‘begetter’ and the ‘bearer’ respectively of the child. See {@Pitṛ, Mātṛ.@} <F>1) Rv. i. 129, 11; 164, 33; iii. 1, 10; 54, 9, etc.; Av. iv. 1, 7; Vājasaneyi Saṃhitā, xix. 87, etc.</F> <F>2) Rv. iii. 48, 2; 54, 14; Av. vi. 110, 13; ix. 5, 30, etc.</F>
jantu	jantu	1014	1-275	{@Jantu,@}¦ besides the general sense of ‘man,’ has also in a few passages<sup>1</sup> the more restricted sense of ‘follower’ or ‘subject.’ The ‘followers of {@Śvaitreya@}’<sup>2</sup> may be compared with the ‘subjects ({%viśaḥ%}) of {@Tṛṇaskanda.@}’<sup>3</sup> <F>1) Rv. 1. 94, 5; x. 140, 4.</F> <F>2) Rv. v. 19, 3.</F> <F>3) Rv. i. 172, 3.</F>
janman	janman	1015	1-275	"{@Janman@}¦ appears to have the sense of ‘relations’ in two passages of the Rigveda,<sup>1</sup> being used collectively in the second of them. <F>1) iii. 15, 2; ii. 26, 3 (where {%janena,%} {%viśā, janmanā, putraiḥ,%} is the series). <div n=""P""/>{%Cf.%} Zimmer, {%Altindisches Leben,%} 160, and see {@Jana@} and {@Viś.@}</F>"
janya	janya	1016	1-275	{@Janya@}¦ has in the Rigveda (iv. 38, 6) and the Atharvaveda (xi. 8, 1) the special sense of bridesman.’
jabālā	jabAlA	1017	1-275	{@Jabālā@}¦ is the name of the mother of an illegitimate son, {@Satyakāma,@} in the Chāndogya Upaniṣad (iv. 4, 1. 2. 4).
jabhya	jaBya	1018	1-276	{@Jabhya,@}¦ ‘snapper,’ denotes in the Atharvaveda<sup>1</sup> an insect destructive to grain. <F>1) vi. 50, 2. {%Cf.%} Zimmer, {%Altindisches Leben,%} 237.</F>
jamadagni	jamadagni	1019	1-276	"{@Jamad-agni@}¦ is one of the somewhat mythical sages of the Rigveda, where he is frequently mentioned. In some passages<sup>1</sup> his name occurs in such a way as to indicate that he is the author of the hymn; once<sup>2</sup> he is thus associated with {@Viśvā-@} {@mitra.@} In other passages<sup>3</sup> he is merely referred to, and the Jamadagnis are mentioned once.<sup>4</sup> In the Atharvaveda,<sup>5</sup> as well as the Yajurveda Saṃhitās<sup>6</sup> and the Brāhmaṇas,<sup>7</sup> he is quite a frequent figure. Here he appears as a friend of Viśvāmitra<sup>8</sup> and a rival of {@Vasiṣṭha.@}<sup>9</sup> He owed his prosperity to his {%catū-%} {%rātra,%} or ‘four-night’ ritual, with which his family were also very successful.<sup>10</sup> In the Atharvaveda<sup>11</sup> Jamadagni is connected with {@Atri@} and {@Kaṇva,@} as well as {@Asita@} and {@Vitahavya.@} He was Adhvaryu priest at the proposed sacrifice of {@Śunaḥśepa.@}<sup>12</sup> <F>1) Rv. iii. 62, 18; viii. 101, 8; ix. 62, 24; 65, 25.</F> <F>2) Rv. x. 167, 4.</F> <F>3) Rv. vii. 96, 3; ix. 97, 51.</F> <F>4) Rv. iii. 53, 15. 16.</F> <F>5) ii. 32, 3 ({%cf.%} Taittirīya Āraṇyaka, iv. 36; Mantra Brāhmaṇa, ii. 7, 1); iv. 29, 3; v. 28, 7; vi. 137, 1; xviii. 3, 15. 16.</F> <F>6) Taittirīya Saṃhitā, ii. 2, 12, 4; iii. 1, 7, 3; 3, 5, 2; v. 2, 10, 5; 4, 11, 3; Maitrāyaṇī Saṃhitā, ii. 7, 19; iv. 2, 9; Kāṭhaka Saṃhitā, xvi. 19; xx. 9; Vāja- saneyi Saṃhitā, iii. 62; xiii. 56.</F> <F>7) Pañcaviṃśa Brāhmaṇa, ix. 4, 14; xiii. 5, 15; xxi. 10, 5-7; xxii. 7, 2; Aitareya Brāhmaṇa, vii. 16; Śatapatha Brāhmaṇa, xiii. 2, 2, 14; Taittirīya Āraṇyaka, i. 9, 7; Bṛhadāraṇyaka Upaniṣad, ii. 2, 4; Jaiminīya Upaniṣad Brāhmaṇa, iii. 3, 11; iv. 3, 1, etc.</F> <F>8) Taittirīya Saṃhitā, iii. 1, 7, 3; v. 4, 11, 3; Pañcaviṃśa Brāhmaṇa, xiii. 5, 15.</F> <F>9) Taittirīya Saṃhitā, {%loc. cit.%}</F> <F>10) Pañcaviṃśa Brāhmaṇa, xxi. 10, 5-7.</F> <F>11) ii. 32, 3; vi. 137, 1.</F> <F>12) Aitareya Brāhmaṇa, vii. 16. <div n=""P""/>{%Cf.%} Hopkins, {%Transactions of the Con-%} {%nscticut Academy of Arts and Sciences,%} 15, 53, 54; Bloomfield, {%Hymns of the Athar-%} {%vaveda,%} 319; Weber, {%Indische Studien,%} 10, 95.</F>"
jambha	jamBa	1020	1-276	"{@Jambha@}¦ occurs twice in the Atharvaveda as the name of a disease or a demon of disease. In one passage<sup>1</sup> it is said to be cured by the {@Jaṅgiḍa@} plant; in the other<sup>2</sup> it is described as {%samhanuḥ,%} ‘bringing the jaws together.’ Weber<sup>3</sup> argued from [Page1-277+ 44] the Kauśika Sūtra<sup>4</sup> that it was a child's ailment, especially ‘teething.’ Bloomfield<sup>5</sup> considers it to mean ‘convulsions,’ while Caland<sup>6</sup> thinks it denotes ‘tetanus.’ Whitney<sup>7</sup> decides for ‘lockjaw’ or ‘convulsions.’ <F>1) ii. 4, 2.</F> <F>2) viii. 1, 16.</F> <F>3) {%Indische Studien,%} 13, 142.</F> <F>4) xxxii. 1.</F> <F>5) {%Hymns of the Atharvaveda,%} 283.</F> <F>6) {%Zeitschrift der Deutschen Morgen%} {%ländischen Gesellschaft,%} 53, 224; {%Altin-%} {%disches Zauberritual,%} 103.</F> <F>7) Translation of the Atharvaveda, 42. <div n=""P""/>{%Cf.%} Zimmer, {%Altindisches Leben,%} 392.</F>"
jambhaka	jamBaka	1021	1-277	{@Jambhaka,@}¦ as the name of a demon, presumably identical with the demon causing {@Jambha,@} is mentioned in the Vāja saneyi Saṃhitā<sup>1</sup> and the Śāṅkhāyana Āraṇyaka.<sup>2</sup> <F>1) xxx. 16.</F> <F>2) xii. 25. {%Cf.%} Keith, {%Śāṅkhāyana Āranyaka,%} 67, n. 7.</F>
jayakalauhitya	jayakalOhitya	1022	1-277	{@Jayaka Lauhitya@}¦ (‘descendant of Lohita’) is mentioned in a Vaṃśa (list of teachers) of the Jaiminīya Upaniṣad Brāhmaṇa (iii. 42, 1) as a pupil of {@Yaśasvin Jayanta Lauhitya.@}
jayanta	jayanta	1023	1-277	"{@Jayanta@}¦ is the name of several teachers in the Jaiminīya Upaniṣad Brāhmaṇa: <div n=""P""/>({%a%}) Jayanta Pārāśarya (‘descendant of {@Parāśara@}’) is mentioned as a pupil of {@Vipaścit@} in a Vaṃśa (list of teachers).<sup>1</sup> <div n=""P""/>({%b%}) Jayanta Vārakya (‘descendant of Varaka’) appears in the same Vaṃśa<sup>1</sup> as a pupil of {@Kubera Vārakya.@} His {{grandtather->grandfather||20210704|Dr. Sampada Savardekar|https://github.com/sanskrit-lexicon/csl-corrections/issues/67|}} is also mentioned there as a pupil of {@Kaṃsa Vārakya.@} <div n=""P""/>({%c%}) A Jayanta Vārakya, pupil of {@Suyajña Śāṇḍilya,@} perhaps identical with the preceding, is found in another Vaṃśa.<sup>2</sup> <div n=""P""/>({%d%}) Jayanta is a name of {@Yaśasvin Lauhitya.@}<sup>3</sup> <div n=""P""/>See also {@Dakṣa Jayanta@} Lauhitya. <F>1) iii. 41, 1.</F> <F>1) iii. 41, 1.</F> <F>2) iv. 17, 1.</F> <F>3) iii. 42, 1. Not only is the forma- tion of the name a late one ({%cf.%} Whitney, {%Sanskrit Grammar,%} 1209d, and Mac- donell, {%Vedic Grammar%} 191{%a%}), but the Upaniṣad in which it occurs is also a late one.</F>"
jarābodha	jarAboDa	1024	1-277	{@Jarā-bodha,@}¦ a word occurring only once in the Rigveda,<sup>1</sup> is of doubtful meaning. It is held by Ludwig<sup>2</sup> to be the name of [Page1-278+ 47] a seer. Roth<sup>3</sup> regards it as a mere adjective meaning ‘attending to the invocation,’ which is perhaps the most probable inter- pretation. Oldenburg,<sup>4</sup> however, thinks that the word is a proper name, the literal sense being ‘alert in old age.’ <F>1) i. 27, 10.</F> <F>2) Translation of the Rigveda, 3, 103.</F> <F>3) St. Petersburg Dictionary, {%s.v.%} {%Cf.%} Nirukta, x. 8.</F> <F>4) {%Ṛgveda-Noten,%} 1, 23. He compares the {%ṛṣī bodha-pratibodhau%} of Av. v. 30, 10.</F>
jarāyu	jarAyu	1025	1-278	"{@Jarāyu@}¦ is found once in the Atharvaveda<sup>1</sup> in the sense of a ‘serpent's skin.’ Usually<sup>2</sup> it denotes the outer covering (chorion) of the embryo, as opposed to the {%ulva,%} the inner covering (amnion). <div n=""P""/>Living things are occasionally classified according to their mode of origin. In the Chāndogya Upaniṣad<sup>3</sup> they are divided into {%(a) āṇḍa-ja,%} ‘egg-born’; {%(b) jīva-ja,%} ‘born alive,’ or born from the womb; {%(c) udbhij-ja,%} ‘propagated by sprouts.’ In the Aitareya Āraṇyaka<sup>4</sup> the division is fourfold: {%(a) āṇḍa-ja;%} {%(b) jāru-ja,%} that is, {%jarāyu-ja%} (found in the Atharvaveda,<sup>5</sup> and needlessly read here by Böhtlingk);<sup>6</sup> {%(c) udbhij-ja;%} and {%(d)%} {%svcda-ja,%} ‘sweat-born,’ explained as ‘insects.’ <F>1) i. 27, 1.</F> <F>2) Rv. v. 78, 8; Av. i. 11, 4; vi. 49, 1; ix. 4, 4; Taittirīya Saṃhitā, vi. 5, 6, 3; Vājasaneyi Saṃhitā, x. 8; xix. 76; Aitareya Brāhmaṇa, i. 3; Śatapatha Brāhmaṇa, iii. 2, 1, 11, etc; Chān- dogya Upanisad, iii. 10. 2, etc.</F> <F>3) vi. 3, 1.</F> <F>4) ii. 6.</F> <F>5) i. 12, 1.</F> <F>6) See {%jāru%} in Jaiminīya Brāhmaṇa, ii. 430, 6. <div n=""P""/>{%Cf.%} Deussen, {%Philosophy of the Upani-%} {%shads,%} 196, 292; Keith, {%Aitareya Āraṇ-%} {%yaka,%} 235.</F>"
jaritṛ	jaritf	1026	1-278	1. {@Jaritṛ@}¦ is the regular term in the Rigveda,<sup>1</sup> and occasion- ally later,<sup>2</sup> for a singer of hymns of praise or worshipper. <F>1) i. 2, 2; 165, 14; ii. 33, 11; iii. 60, 7, etc.</F> <F>2) Av. v. 11, 8; xx. 135, 1, etc.</F>
jaritṛ	jaritf	1027	1-278	2. {@Jaritṛ.@}¦ According to Sieg,<sup>1</sup> mention is made in one hymn of the Rigveda<sup>2</sup> of Jaritṛ, one of the Śārṅgas. That hymn he seeks to bring into connexion with the epic<sup>3</sup> tradition [Page1-279+ 35] of the Ṛṣi Mandapāla, who wedded Jaritā, a female Śārṅga bird — apparently a hen sparrow ({%caṭakā%}) — and had four sons. These being abandoned by him and exposed to the danger of being consumed by a forest fire, prayed to Agni with the hymn Rigveda x. 142. This interpretation is very doubtful, though Sāyaṇa<sup>4</sup> appears to have adopted it. <F>1) {%Die Sagenstoffe des Ṛgveda,%} 44 {%et seq.%}</F> <F>2) x. 142.</F> <F>3) Mahābhārata, i. 222, 1 {%et seq.%}</F> <F>4) On Rv. x. 142, 7. 8.</F>
jarūtha	jarUTa	1028	1-279	{@Jarūtha,@}¦ mentioned in three passages of the Rigveda,<sup>1</sup> appears to denote a {@demon@} defeated by Agni.<sup>2</sup> Ludwig, how- ever, followed by Griffith,<sup>3</sup> sees in him a foe slain in a battle in which {@Vasiṣṭha,@} the traditional author of the seventh Maṇḍala of the Rigveda, was Purohita, or domestic priest. <F>1) vii. 1, 7; 9, 6; x. 80. 3.</F> <F>2) Roth, St. Petersburg Dictionary, {%s.v.;%} Nirukta, vi. 17.</F> <F>3) {%Hymns of the Rigveda,%} 2, 11, n.</F>
jartila	jartila	1029	1-279	{@Jartila,@}¦ ‘wild sesamum,’ is mentioned in the Taittirīya Saṃhitā (v. 4, 3, 2) as an unsuitable sacrificial offering. In the Śatapatha Brāhmaṇa (ix. 1, 1, 3) sesamum seeds are regarded as combining the qualities of cultivation (viz., edibility) with those of wild growth (because they are produced on unploughed land).
jarvara	jarvara	1030	1-279	{@Jarvara@}¦ was Gṛhapati or ‘householder’ at the snake festival described in the Pañcaviṃśa Brāhmaṇa.<sup>1</sup> <F>1) xxv. 15, 3. {%Cf.%} Weber, {%Indische Studien,%} 1, 35.</F>
jalajātūkarṇya	jalajAtUkarRya	1031	1-279	{@Jala Jātūkarṇya@}¦ (‘descendant of Jātūkarṇa’), is mentioned in the Śāṅkhāyana Śrauta Sūtra (xvi. 29, 6) as having obtained the position of Purohita, or domestic priest, of the three peoples or kings of {@Kāśi, Videha,@} and {@Kosala.@}
jalāṣabheṣaja	jalAzaBezaja	1032	1-279	"{@Jalāṣa-bheṣaja,@}¦ ‘whose remedy is Jalāṣa,’ is an epithet of Rudra in the Rigveda<sup>1</sup> and the Atharvaveda.<sup>2</sup> The word [Page1-280+ 54] {@Jālāṣa@} occurs in a hymn of the Atharvaveda,<sup>3</sup> where it denotes a remedy, perhaps, for a tumour or boil.<sup>4</sup> The commentator on this passage and the Kauśika Sūtra<sup>5</sup> regard Jālāṣa as meaning ‘urine,’ which seems a probable interpretation.<sup>6</sup> But Geldner<sup>7</sup> thinks that rain-water, conceived as urine, is meant; and the Naighaṇṭuka<sup>8</sup> identifies {%jalāṣa%} and {%udaka%} ‘water.’ <F>1) i. 43, 4; viii. 29, 5.</F> <F>2) ii. 27, 6. It also occurs in the Nīlarudra Upaniṣad (a very late work), 3, and {%jalāṣa%} as an adjective is found in Rv. ii. 33, 7; viii. 33, 6.</F> <F>3) vi. 57.</F> <F>4) Bloomfield, {%American Journal of%} {%Philology,%} 11, 321 {%et seq.;%} {%Hymns of the%} {%Atharvaveda,%} 489.</F> <F>5) xxxi. 11.</F> <F>6) Bloomfield, {%American Journal of%} {%Philology,%} 12, 425 {%et seq.%}</F> <F>7) {%Vedische Studien,%} 3, 139, n. 2.</F> <F>8) i. 12. <div n=""P""/>{%Cf.%} Whitney, Translation of the Atharvaveda, 323, 324; Macdonell, {%Vedic Mythology,%} pp. 76, 77; Hopkins, {%Proceedings of the American Oriental Society,%} 1894, cl.</F>"
jaṣa	jaza	1033	1-280	"{@Jaṣa@}¦ is the name of some aquatic animal or fish in the Atharvaveda<sup>1</sup> and the Taittirīya Saṃhitā.<sup>2</sup> The commentary on the latter text explains it by {%makara,%} probably meaning ‘dolphin.’ The word also occurs in the Gopatha Brāhmaṇa.<sup>3</sup> <div n=""P""/>{%Cf.%} {@Jhaṣa.@} <F>1) xi. 2, 25. There are various read- ings: {%jhaṣa, jakha, jagha.%}</F> <F>2) v. 5, 13, 1.</F> <F>3) ii. 2, 5. <div n=""P""/>{%Cf.%} Zimmer, {%Altindisches Leben,%} 96; Whitney, Translation of the Atharva- veda, 624</F>"
jahakā	jahakA	1034	1-280	{@Jahakā,@}¦ the ‘polecat,’ is mentioned as a victim at the Aśvamedha, or horse sacrifice, in the Yajurveda.<sup>1</sup> Sāyaṇa<sup>2</sup> thinks it means a jackal living in holes ({%vila-vāsī kroṣṭā%}). <F>1) Taittirīya Saṃhitā, v. 5, 18, 1; Maitrāyaṇī Saṃhitā, iii. 14, 17; Vāja- saneyi Saṃhitā, xxiv. 36. {%Cf.%} Zimmer, {%Altindisches Leben,%} 86.</F> <F>2) On Taittirīya Saṃhitā, {%loc. cit.%}</F>
jahnu	jahnu	1035	1-280	"{@Jahnu@}¦ occurs only in the plural in the legend of {@Śunaḥśepa,@} who is said to have obtained, as Devarāta, both the lordship of the Jahnus and the divine lore of the Gāthins.<sup>1</sup> A {@Jāhnava,@} or descendant of Jahnu, was, according to the Pañcaviṃśa [Page1-281+ 45] Brāhmaṇa,<sup>2</sup> {@Viśvāmitra,@} who is said, by means of a certain {%catū-rātra%} or ‘four-night’ ritual, to have secured the kingdom for the Jahnus in their conflict with the {@Vṛcīvants.@} He is here described as a king. Again, in the Aitareya Brāhmaṇa,<sup>3</sup> Viśvāmitra is addressed as a {%rāja-putra,%} ‘prince,’ and {%Bharata-%} {%rṣabha,%} ‘bull of the Bharatas.’ It is therefore clear that the Brāhmaṇas, though not the Saṃhitās, saw in him at once a priest and a prince by origin, though there is no trace whatever of their seeing in him a prince who won Brahmanhood as in the version of the later texts.<sup>4</sup> <div n=""P""/>A Jahnāvī is mentioned twice in the Rigveda,<sup>5</sup> being either the wife of Jahnu, or, as Sāyaṇa thinks, the race of Jahnu. The family must clearly once have been a great one, later merged in the Bharatas. <F>1) Aitareya Brāhmaṇa, vii. 18 ({%Jah-%} {%nūnām cādhipatye daive vede ca Gāthinām%}); Asvalāyana Śrauta Sūtra, xii. 14; Sāṅkhāyana Srauta Sūtra, xv. 27 (p. 195, 1. 21, ed. Hillebrandt, where the read- ing is different and the sense altered: {%Jahnūnāṃ cādhitasthire daive vede ca%} {%Gāthinaḥ.%} The two {%ca%}'s cannot be justified, and the text must be in- correct).</F> <F>2) xxi. 12. {%Cf.%} Hopkins, {%Transactions%} {%of the Connecticut Academy of Arts and%} {%Sciences,%} 15, 54, who correctly explains the passage which Sāyaṇa misunder- stands.</F> <F>3) vii. 17, 6, 7.</F> <F>4) Muir, {%Sanskrit Texts,%} 1, 337 {%et seq.%}</F> <F>5) i. 116, 19; iii. 58, 6. {%Cf.%} Ludwig, Translation of the Rigveda, 3, 153.</F>"
jātaśākāyanya	jAtaSAkAyanya	1036	1-281	{@Jāta Śākāyanya@}¦ (‘descendant of Śāka’) is mentioned as a ritual authority and contemporary of {@Śaṅkha@} in the Kāṭhaka Saṃhitā (xxii. 7).
jātarūpa	jAtarUpa	1037	1-281	{@Jāta-rūpa,@}¦ ‘possessing native beauty,’ is the name of ‘gold’ in the later Brāhmaṇas<sup>1</sup> and the Sūtras.<sup>2</sup> <F>1) Aitareya Brāhmaṇa, viii. 13 ({%jāta-%} {%rūpa-maya,%} ‘composed of gold’); Bṛhadāraṇyaka Upaniṣad, vi. 4, 25; Naighaṇṭuka, i. 2.</F> <F>2) {%Rajata-jātarūpe,%} ‘silver and gold,’ Lāṭyāyana Śrauta Sūtra, i. 6, 24. {%Cf.%} viii. 1, 3; Kauśika Sūtra, x. 16; xiii. 3, etc.; Sāṅkhāyana Śrauta Sūtra, iii. 19, 9.</F>
jāti	jAti	1038	1-281	{@Jāti,@}¦ which in the Pāli<sup>1</sup> texts is the word denoting ‘caste,’ does not occur at all in the early Vedic literature; when it is found, as in the Kātyāyana Śrauta Sūtra,<sup>2</sup> it has only the sense of ‘family’ (for which {%cf.%} {@Kula, Gotra,@} and {@Viś@}). For the influence of the family system on the growth of caste, see {@Varṇa.@} To assume that it was the basis of caste, as does [Page1-282+ 48] Senart,<sup>3</sup> is difficult in face of the late appearance of words for family and of stress on family.<sup>4</sup> <F>1) Fick, {%Die sociale Gliederung,%} 22, n. 4.</F> <F>2) xv. 4, 14. So {%jātīya,%} xx. 2, 11, etc.</F> <F>3) {%Les Castes dans l'Inde%} (1896).</F> <F>4) Fick, {%op. cit.,%} 3; Oldenberg, {%Zeit-%} {%schrift der Deutschen Morgenländischen%} {%Gesellschaft,%} 51, 267 {%et seq.%}</F>
jātūkarṇya	jAtUkarRya	1039	1-282	"{@Jātū-karṇya,@}¦ ‘descendant of {@Jātūkarṇa,@}’ is the patronymic of several persons. <div n=""P""/>({%a%}) A pupil of {@Āsurāyaṇa@} and {@Yāska@} bears this name in a Vaṃśa (list of teachers) of the Bṛhadāraṇyaka Upaniṣad in the Kāṇva recension.<sup>1</sup> In the Mādhyaṃdina<sup>2</sup> he is a pupil of {@Bhāradvāja.@} <div n=""P""/>({%b%}) A Kātyāyanī-putra, ‘son of Kātyāyanī,’ bears this name in the Śāṅkhāyana Āraṇyaka.<sup>3</sup> <div n=""P""/>({%c%}) A Jātūkarṇya is mentioned in the Kauṣītaki Brāhmaṇa<sup>4</sup> as a contemporary of {@Alīkayu Vācaspatya@} and other sages. <div n=""P""/>({%d%}) Jātūkarṇya is in the Sūtras<sup>5</sup> frequently a patronymic of teachers whose identity cannot be determined. The same person or different persons may here be meant. <F>1) ii. 6, 3; iv. 6, 3.</F> <F>2) ii. 5, 21; iv. 5, 27.</F> <F>3) viii. 10.</F> <F>4) xxvi. 5 (Jātukarṇya in Lindner's index, 159, is a misprint).</F> <F>5) Aitareya Āraṇyaka, v. 3, 3; Śāṅkh- āyana Srauta Sūtra, i. 2, 17; iii. 16, 14; 20, 19; xvi. 29, 6 ({@Jala@}); Kātyāyana Srauta Sūtra, iv. 1, 27; xx. 3, 17; xxv. 7, 34, etc. <div n=""P""/>{%Cf.%} Weber, {%Indian Literature,%} 138- 140.</F>"
jātūṣṭhira	jAtUzWira	1040	1-282	{@Jātū-ṣṭhira@}¦ occurs in one verse of the Rigveda<sup>1</sup> where Sāyaṇa and Ludwig<sup>2</sup> interpret the word as a proper name. Roth<sup>3</sup> renders it as an adjective meaning ‘naturally powerful.’<sup>4</sup> <F>1) ii. 13, 11.</F> <F>2) Translation of the Rigveda, 3, 152.</F> <F>3) St. Petersburg Dictionary, {%s.v.%} (with a wrong reference, ii. 23, 11).</F> <F>4) {%Urkräftig.%} Grassmann, {%Wörterbuch,%} similarly explains the word as ‘power- ful by nature or birth’ ({%jātū%}).</F>
jāna	jAna	1041	1-282	{@Jāna,@}¦ ‘descendant of Jana,’ is the patronymic of {@Vṛśa@} in the Pañcaviṃśa Brāhmaṇa<sup>1</sup> and apparently in the Śāṭyāyanaka.<sup>2</sup> <F>1) xiii. 3, 12.</F> <F>2) In Sāyaṇa on Rv. v. 5. {%Cf.%} Bṛhad- devatā, v. 14 {%et seq.,%} with Macdonell's notes; Sieg, {%Die Sagenstoffe des Ṛgveda,%} 64 {%et seq.%}</F>
