headword_iast	headword_slp1	entry_id	page	body
anvitārtha	anvitArTa	4450	154-b	{#anvitArTa#}¦ Bahuvr. m. f. n. ({#-rTaH-rTA-rTam#}) <sup>1</sup> Having a sense or bearing which results from the context; e. g. in Pāṇini [Page155-a+ 56] III. 1. 40. the word {#saMpad#} is not to be supplied like {#kf, as#} and {#BU#} because the rule has not such a bearing: {#saMpadistu na gf-#} {#hyate . ananvitArTatvAt#}. <sup>2</sup> Having an obvious or clear sense; e. g. {#astavyastapadavyApi nigUQArTaM taTAkulam . vyAKyAgamyama-#} {#sAraM ca nottaraM Sasyate buDEH#} ‘a reply (in court) which is con- fused &c. is not considered as a reply’; comm. {#astavyastapa-#} {#davyApi ananvitArTapadavyAptamiti#}. E. {#anvita#} and {#arTa#}.
anviti	anviti	4451	155-a	{#anviti#}¦ Tatpur. f. ({#-tiH#}) (ved.) Food; ‘because it is the concomitant of body’; comp. {#anupad#} and {#anuyA#}. E. {#i#} with {#anu#}, kṛt aff. {#ktin#}.
anviṣṭa	anvizwa	4452	155-a	{#anvizwa#}¦ Tatpur. m. f. n. ({#-zwaH-zwA-zwam#}) Sought. Comp. {#anve-#} {#zita#}. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#kta#}.
anviṣyat	anvizyat	4453	155-a	{#anvizyat#}¦ Tatpur. m. f. n. ({#-n-ntI-t#}) Searching; e. g. {#mfga-#} {#manAgatamavalokyetastato'nvizyan#} &c. Comp. the following. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#Satf#}.
anviṣyamāṇa	anvizyamARa	4454	155-a	{#anvizyamARa#}¦ Tatpur. m. f. n. ({#-RaH-RA-Ram#}) <sup>1</sup> Searching; e. g. {#mfgamanvizyamARaH#} &c. <sup>2</sup> Sought; e. g. in a Mīm. Vārttika of Kumārila: {#yasya cAnvizyamARApi prasidDirna Bavizyati#}. E. {#iz#} (<sup>1</sup> cl. 4, <sup>2</sup> pass.) with {#anu#}, kṛt aff. {#SAnac#} and āgama {#muk#}.
anvīkṣaṇa	anvIkzaRa	4455	155-a	{#anvIkzaRa#}¦ Tatpur. n. ({#-Ram#}) Searching, investigating. E. {#Ikz#} with {#anu#}, kṛt aff. {#lyuw#}.
anvīkṣā	anvIkzA	4456	155-a	{#anvIkzA#}¦ Tatpur. f. ({#-kzA#}) Searching, investigating. E. {#anu#} and {#IkzA#}, or {#Ikz#} with {#anu#}, kṛt aff. {#a#}.
anvīta	anvIta	4457	155-a	{#anvIta#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) The same as {#anvita#} (Jaṭādhara and the Bhūriprayoga). E. {#I#} with {#anu#}, kṛt aff. {#kta#}.
anvīpa	anvIpa	4458	155-a	{#anvIpa#}¦ Tatpur. m. f. n. ({#-paH-pA-pam#}) Friendly, favourable. Comp. {#AnvIpika#}. (Not to be confounded with {#anUpa#} q. v.) E. {#anu#} and {#ap#} (changed to {#Ip#}), samās. aff. {#a#}. See the Preface.
anvīyamāna	anvIyamAna	4459	155-a	{#anvIyamAna#}¦ Tatpur. m. f. n. ({#-naH-nA-nam#}) Followed, accompa- nied; e. g. {#anvIyamAnaH sa tu rudrapArzadErBfSaM nadadBirvyanadatsuBE-#} {#ravam#}. E. {#i#}, in the pass., with {#anu#}, kṛt aff. {#SAnac#}, āgama {#muk#}.
anvṛcam	anvfcam	4460	155-a	{#anvfcam#}¦ Avyayībh. According to each verse, verse for verse. E. {#anu#} and {#fc#}, samās. aff. {#a#}.
anvetavai	anvetavE	4461	155-a	{#anvetavE#}¦ Tatpur. ind. (ved.) <sup>1</sup> The same as {#anvetum#} ‘to follow’ (i. e. = infin. act. of {#i#} with {#anu#}). <sup>2</sup> The same as {#anvetavyam#} ‘to be followed’ (i. e. = infin. pass.). E. {#i#} with {#anu#}, kṛt aff. {#tavE#} (i. e. an obsolete dative of an obsolete noun {#anvetu#}).
anveṣa	anveza	4462	155-a	{#anveza#}¦ Tatpur. m. ({#-zaH#}) Searching. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#ac#}.
anveṣaka	anvezaka	4463	155-a	{#anvezaka#}¦ Tatpur. m. f. n. ({#-zakaH-zikA-zakam#}) One who searches; e. g. {#tezvanvezakezu maDye ko'pyanvezakajanaH…Uce#}. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#Rvul#}.
anveṣaṇa	anvezaRa	4464	155-a	"{#anvezaRa#}¦ Tatpur. 1. n. ({#-Ram#}) Searching; e. g. {#paSUnAmanveza-#} {#Ram; GAtakAnvezaRam; sItAyA anvezaRasya kuSalaH#}. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#lyuw#}. <div n=""P"">2. f. ({#-RA#}) <sup>1</sup> Going after, following; e. g. {#pAramparyato#} {#'nvezaRA vIjANkuravat#}. <sup>2</sup> Searching; e. g. {#brAhmaRasyAnvezaRA#}. <sup>3</sup> Investigation, inquiry (according to several comm. on the Amarak. s. v.: {#tarkAdinA yaTAboDitaDarmAdyanvezaRA#}). E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#yuc#}."
anveṣaṇīya	anvezaRIya	4465	155-a	{#anvezaRIya#}¦ Tatpur. m. f. n. ({#-yaH-yA-yam#}) The same as {#anve-#} {#zwavya#}; e. g. {#ataH paramaparituzyatApyarTinA na pramARAntaramanveza-#} {#RIyam#}. E. {#iz#} (cl. 4) with {#anu#}, kṛtya aff. {#anIyar#}.
anveṣamāṇa	anvezamARa	4466	155-a	{#anvezamARa#}¦ Tatpur. m. f. n. ({#-RaH-RA-Ram#}) Searching; e. g. {#so#} {#'nvezamARaH kOnteyaM#} &c. E. {#iz#} (cl. 1) with {#anu#}, kṛt aff. {#SAnac#}, āgama {#muk#}.
anveṣita	anvezita	4467	155-b	{#anvezita#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) Sought. Comp. {#anvizwa#}. E. {#iz#} (cl. 4) in the caus., with {#anu#}, kṛt aff. {#kta#} and āgama {#iw#}.
anveṣin	anvezin	4468	155-b	{#anvezin#}¦ Tatpur. m. f. n. ({#-zI-ziRI-zi#}) Searching. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#Rini#}.
anveṣṭavya	anvezwavya	4469	155-b	{#anvezwavya#}¦ Tatpur. m. f. n. ({#-vyaH-vyA-vyam#}) <sup>1</sup> To be searched. <sup>2</sup> To be investigated. E. {#iz#} (cl. 4) with {#anu#}, kṛtya aff. {#tavya#}.
anveṣṭṛ	anvezwf	4470	155-b	{#anvezwf#}¦ Tatpur. m. f. n. ({#-zwA-zwrI-zwf#}) A searcher. E. {#iz#} (cl. 4) with {#anu#}, kṛt aff. {#tfc#}.
anveṣya	anvezya	4471	155-b	{#anvezya#}¦ Tatpur. m. f. n. ({#-zyaH-zyA-zyam#}) The same as {#anvezwavya#}. E. {#iz#} (cl. 4) with {#anu#}, kṛtya aff. {#Ryat#}.
ap	ap	4472	155-b	"{#ap#}¦ f. ({#-p#}; in the classical literature only used in the plural: {#-ApaH-apaH-adBiH-adByaH-apAm-apsu#}) <sup>1</sup> Water.--Ac- cording to the Hindu doctrine it is one of the five elements the several denominations of which are {#AkASa#} (æther), {#vAyu#} (air), {#agni#} (fire), {#ap#} (water), {#pfTivI#} (earth), (each of these being also replaced by synonymes, as {#AkASa#} by {#vyoman, vAyu#} by {#marut, agni#} by {#tejas, ap#} by {#vAri, pfTivI#} by {#kziti#} &c.; comp. under {#AkASa#} &c.); the place, however, which {%water%} holds in the Hindu cosmogony varies according to the doctrines. Thus the {%Bṛhad-Āraṇ-%} {%yaka Upan.%} represents it as the first material creation, it being produced by Death after the creation of Soul; but its character in this Upanishad is not yet that of an element in the later sense of the word; nor is it such an element in the {%Aitareya-Upan.,%} where the order of the primitive ma- terial creation is {#amBas#} (the waters above the heavens), {#marIci#} (the sphere of sunbeams or atmosphere), {#mara#} (the sphere of death or earth) and {#ap#} (the sphere of waters beneath the earth).--In the {%Taittirīya-Upan.%} the order and successive origin of the elements is the same as in the Ve- dānta, viz. æther, in which originates air and thus suc- cessively fire, water, earth. But the {%Vedānta%} complicates this simple view by assuming a creation of subtle elements (see {#sUkzmaSarIra#}) æther &c., produced by Chaitanya or the worldly Brahman, whence arise through an intricate division and combination of the several parts of each, the material elements (see {#sTUlaSarIra#}) æther &c.; this system holds more- over that each successive element becomes possessed of the qualities of each preceding one, i. e. the quality of æther being sound, air obtains the qualities of sound and touch, and in a similar progress, fire the qualities of sound, touch and form, water of sound, touch, form and savour, earth of sound, touch, form, savour and odour.--According to the {%Sāṅkhya%} the coarse elements also arise from subtle ele- ments, but the latter ({#tanmAtra#} q. v.), produced by Ahaṅkāra or the type of {%I,%} are the qualities sound, touch, form, savour and odour, æther proceeding from sound, air from touch, fire from form, water from savour and earth from odour. (Compare also Suśruta's mythological developement of the Sāṅkhya-Yoga: {#avyaktaM mahAnahaMkAraH paYca tanmAtrARi ce-#} {#tyazwO prakftayaH SezAH zoqaSa vikArAH . svaH svaScEzAM vizayo'Di-#} {#BUtam . svayamaDyAtmamaDidEvataM ca . aTa budDerbrahmA . ahaMkArasye-#} {#SvaraH . manasaScandramAH . diSaH Srotrasya . tvaco vAyuH . sUryaScakzu-#} {#zoH . rasanasyApaH . pfTivI GrARasya .#} &c.)--The {%Nyāya%} systems, more especially the {%Vaiśeṣika,%} do not discuss the origin of these elements, the order of which they retain, [Page156-a+ 56] but attach themselves chiefly to the definition of their properties; accord. to the {%Vaiśeṣika%} the qualities of water are touch, number, quantity, individuality, conjunction, dis- junction, greater or less comprehensiveness (extension), ve- locity, gravity, fluidity, colour, savour and viscidity. (For those of the other elements see s. vv. {#AkASa#} &c.) The cos- mogony of {%Manu%} which is neither the pure Sāṅkhya nor the pure Vedānta doctrine (although Kullūka endeavours to ex- plain his terms as if they were pure Vedānta terms), but a theory apparently prior to both and combining their views, imagines the coarse elements as proceeding from the subtle portions of the seven intellectual creations--{#puruzAH#} which are, according to Kullūka, {#ahaMkAra, mahat#} and the five subtle elements(?)--and endowed with the same qualities as assigned to them by the Vedānta.--According to the {%Viṣṇupurāṇa%} ‘elementary Egotism (the type of {%I,%} {#ahaMkAra#}) becoming productive as the rudiment of sound, produced from it æther, of which sound is the characteristic, invest- ing it with its rudiment of sound; æther becoming produc- tive, engendered the rudiment of touch; whence originated strong wind, the property of which is touch; and æther with the rudiment of sound, enveloped the rudiment of touch; then wind becoming productive, produced the rudi- ment of form (colour); whence fire proceeded of which form is the attribute, and the rudiment of touch enveloped the wind with the rudiment of colour; fire becoming productive produced the rudiment of savour, whence proceed all juices in which savour resides, and the rudiment of colour invested the juices with the rudiment of savour; the waters becoming productive engendered the rudiment of smell; whence an aggregate (earth) originates, of which smell is the property.’ In a note to this passage ({%Viṣṇup.%} p. 16) Professor Wilson observes that ‘the successive series of rudiments and ele- ments and their respectively engendering the rudiments and elements next in order occur in most of the Purāṇas in nearly the same words’, that ‘some of the Purāṇas, as the {%Matsya, Vāyu, Linga, Bhāgavata%} and {%Mārkaṇḍeya%} add a description of a participation of properties amongst the ele- ments, which is rather Vedānta than Sāṅkhya’ and mentions a passage of the Moksha Dharma (vv. 6778. 6779) of the Māhābhārata which is an exception, since its order of the elements is æther, water, fire, air, earth. [On the cosmo- gony of the chapter in which these latter verses occur, Arju- namiśra has the following gloss: {#ko'yaM sargaprakAraH . na hi#} {#sANKyAdisargezvayaM kramaH . ucyate . anyo'yaM prakAraH sargasya .#} {#pOrARikAdisaMmatezu#} &c.; but he omits to say which Pu- rāṇas give this anomalous order of the elements.] For the Bhāgav. Pur. comp. III. 26. 29. ff. and the two verses VII. 12. 25 and 30: {#Ke KAni vAyO niHSvAsAMstejasyUzmARamAtmavAn .#} {#apsvasfkSlezmapUyAni kzitO SezaM yaTodBavam#} (scil. {#nyaset#}); and {#apsu kzitimapo jyotizyado vAyO naBasyamum . kUwasTe tacca ma-#} {#hati tadavyakte'kzare ca tat#} (this reverted order being that in which dissolution takes place).--In the Vedas, however, {#apAM garBaH#} ‘the child of the waters’ is an epithet of Agni, ‘because he comes forth from amid the waters’ or ‘because he resides as lightning amidst the rain-waters’ (according to [Page156-b+ 56] Mahīdhara); comp. also {#garBo apasAm#} s. v. {#apas#}; from the same reason probably Agni is also called {#apAM#} or {#apo#} {#napAt#} ‘the grandson of the waters’, but, in Sāyaṇa's opinion, ‘because trees grow through the agency of water and fire comes (through the friction of the wood) of trees. For the other explanations of these words see s. vv. {#apA-#} {#nnapAt, apAnnaptf#}; comp. also {#aponapAt, aponaptf, apona-#} {#ptriya, aponaptrIya, apAnnaptriya, apAnnaptrIya.--apAM vratam#} is the liturgical name of the Sāmav. verses 2. 25. 26. (= II. 1. 1. 9.) and 2. 47-49. (= II. 1. 1. 18.); {#apAM sAma#} of 1. 544. (= I. 6. 1. 4. 12.); {#apAmIvam#} of 2. 502-504. (= II. 4. 2. 7.); {#apAM niDiH#} of 1. 151. (= I. 2. 2. 1. 7.); {#apAM sarpam#} of the Āraṇyagāna (of the Sāmav.) II. 7. (not in the Sāmav.). <sup>2</sup> (ved.) The same as {#antarikza#}. <sup>3</sup> (In Astronomy.) The star <lang n=""greek"">δ</lang> {%Virginis.%} [Com- pounds the latter part of which is {#ap#} assume the samās. aff. {#a#}, e. g. {#pra#} or {#parA#} and {#ap#} form {#prApa, parApa#}; but some- times the word remains unchanged, if it is a Bahuvr. com- pound, e. g. {#svap, bahvap#} (in which case the neuter plur. is {#svAmpi, bahvAmpi#}); if the first part of the compound is {#anu#}, the grammarians assume that {#ap#} becomes {#Up#} provided the meaning refers to a place, i. e. {#anUpa#} (comp. also {#sUpa#}); if it is {#dvi, antar#} or a prepositional prefix not ending in {#a#} or {#A#}, that {#ap#} becomes {#Ip#}; comp. {#dvIpa, antarIpa#}, {#nIpa, vIpa, anvIpa, pratIpa, samIpa#} ({#samApa#} being an ex- ception); if the prepos. prefix ends in {#a#} or {#A#}, that {#ap#} may change to {#Ip#} or not; comp. {#prApa#} or {#prepa, parApa#} or {#parepa#}.--(Another explanation of these compounds will be found in the Preface.)].--Compare also {#apa#} and {#apas#}. E. {#Ap#}, uṇ. aff. {#kvip#} with the shortening of the initial vowel. For another etym. see the Preface."
apa	apa	4473	156-b	"I. {#apa#}¦ ind. (see {#nipAta, upasarga, gati, karmapravacanIya#}) A par- ticle implying the notion of ‘away’, in its literal and me- taphorical acceptations; it is used either as a prefix to verbs (and in this capacity, in the Vedas also detached from the verb, very much in the same manner as German prepositions when connected with verbs), or as a separable preposition, or in the Vedas sometimes also adverbially. With nouns it may form Tatpur., Bahuvr. and Avyayībh. compounds. [In many instances {#ava#} (q. v.) coincides in meaning with {#apa#} and in several also the prefix {#A#} q. v.] <div n=""P"">1. (as adverb in the Vedas) Away; e. g. {#apa dvezo apa#} {#hvaro'nyavratasya saScima#} (comm.: ‘scil. {#gacCatu#}’). <div n=""P"">2. (as a prefix to verbs it implies the notion of) <sup>1</sup> Away; e. g. with {#nI#} ‘to lead away’; with {#gam#} ‘to go away’; with {#hf#} ‘to take away, to rob’. <sup>2</sup> Deterioration; e. g. with {#kf#} ‘to act improperly, to injure’; with {#diS#} ‘to simulate’; with {#vad#} ‘to blame’. <sup>3</sup> Negation, contradiction; e. g. with {#lap#} ‘to deny’; with {#man#} ‘to behave the reverse of respect- fully, to despise; with {#ci#} ‘to diminish’; if the base itself implies a negative notion, the prefix {#apa#} imparts to it fre- quently greater emphasis, e. g. with {#han, trap, hnu#}. <div n=""P"">3. (as a separable preposition with a noun depending on it in the ablative) <sup>1</sup> Away from; e. g. {#yatsaMpratyapa loke-#} {#Byo laNkAyAM vasatirBayAt#}. <sup>2</sup> Without; e. g. {#apa hareH saMsAraH#} <sup>3</sup> With the exception of; e. g. {#apa trigarteByo vfzwo devaH#}. <div n=""P"">4. (in composition with nouns <sup>a.</sup> in Tatpur. and Bahuvr. [Page157-a+ 56] compounds it implies the same meanings as the prefix to verbs, the notion of negation becoming in the Bahuvr. that of privation; <sup>b.</sup> in Avyayībh. compounds: <sup>1</sup> Away from; comp. {#apasalavi#} and {#apadiSam#}, and the explan. of the comm. {%‘between’.%} <sup>2</sup> Without; e. g. {#apavizRu saMsAraH#}. <sup>3</sup> With the exception of; e. g. {#apatrigaMrtaM vfzwo devaH#}. <sup>4</sup> Negation, contradiction; e. g. {#apakAmam#}. [As upapada before {#sTA#}, {#apa#} has in a few derivations of this radical the influence of changing its initial {#s#} into {#z#}; see {#apazWa, apazWu, apazWura#}, {#apazWula#}.--In the Ṛgveda {#apa#} occurs in its protracted form {#apA#} before {#vfDi#}, and in composition with such derivatives of {#vf#} as retain the vowel {#f#} of the radical, see {#apAvfta#}, {#apAvfti#}.] E. unknown. See {#pa#} and the Preface."
apa	apa	4474	157-a	II. {#apa#}¦ m. ({#-paH#}) A sea, an ocean. E. {#ap#} taddh. aff. {#ac#}. [Word and meaning are very doubtful; they are given on the authority of Rāyamukuṭa, who interprets the word {#a-#} {#pagA#} in the Amarakosha: {#ApaH santyatreti arSaAdyaci apaH#} {#samudraH taM gacCatIti#}; comp. the E. of {#apagA#}. Comp. also {#apavat#}. --For beginners it is useful to observe that in compounds like {#SuzkApa, vimalApa#} &c., the latter part is not {#apa#}, but that such compounds are to be analyzed into {#Suzka#} and {#ap, vimala#} and {#ap#} &c., the whole word receiving the samās. aff. {#a#}.]
apaḥsaṃvarta	apaHsaMvarta	4475	157-a	{#apaHsaMvarta#}¦ Tatpur. m. ({#-rtaH#}) (In Buddhistic doctrine.) The destruc- tion of the earth by water. ‘A hundred thousand years pre- vious to the destruction of the earth by water, a Deva ap- pears to warn all the beings concerned of the event, as when it is destroyed by fire; a cloud forms at the same time in a Kela-laksha of Sakwalas and after raining for a short time disappears. After an immense interval another cloud appears, and the rain called Khārodaka begins to fall; at first in small drops, but gradually increasing in size until they are as large as a palm tree; this rain is so acrid that it dissolves entirely the earth and all things connected with it’ (Spence Hardy, Manual of Buddhism p. 32). E. {#apas#} and {#saMvarta#}.
apakara	apakara	4476	157-a	{#apakara#}¦ Tatpur. (?) m. ({#-raH#}) Probably the name of a place; see the following and {#Apakara#}. E. (?) {#kf#} with {#apa#}, kṛt aff. {#ap#}.
apakaraka	apakaraka	4477	157-a	{#apakaraka#}¦ m. f. n. ({#-rakaH-rikA-rakam#}) Born in {#apakara#}. Com- pare {#Apakara#}. E. {#apakara#}, taddh. aff. {#kan#}.
apakaraṇa	apakaraRa	4478	157-a	{#apakaraRa#}¦ Tatpur. n. ({#-Ram#}) <sup>1</sup> Acting improperly, doing wrong. <sup>2</sup> III treating, offending. E. {#kf#} with {#apa#}, kṛt aff. {#lyuw#}.
apakartṛ	apakartf	4479	157-a	{#apakartf#}¦ Tatpur. m. f. n. ({#-rtA-rtrI-rtf#}) Injurious, offensive, inimi- cal. E. {#kf#} with {#apa#}, kṛt aff. {#tfc#}.
apakarman	apakarman	4480	157-a	"{#apakarman#}¦ Tatpur. n. ({#-rma#}) I. <sup>1</sup> Evil doing. <sup>2</sup> (In Law.) Tak- ing away; esp. in the combination {#dattasyAnapakarma#} or {#dattA-#} {#napakarma#} ‘not taking back again a thing given, non-resumption of a gift’. E. {#kf#} with {#apa#}, uṇ. aff. {#manin#}. <div n=""P"">II. Any impure or degrading act or rite. Comp. {#apakriyA#}. E. {#apa#} deter. and {#karman#}."
apakarṣa	apakarza	4481	157-a	{#apakarza#}¦ Tatpur. m. ({#-rzaH#}) <sup>1</sup> Drawing down, pulling away (the converse of {#utkarza#}, drawing up); e. g. (in a comm. on four lines of a stanza:) {#atra pAdatraye krameRa banDasya gAQatA . catu-#} {#rTapAde tvapakarzaH#}; also figuratively, {%taking off, diminishing,%} as in the following instance which combines both appli- cations: {#yaTA daRqApakarze tatsaMbanDasyApUpasyApyapakarzaH . taTA pu-#} {#trasaMkrAntaDanasya patnIgatatayApakarze tatsaMbanDasya kanyADanAvaSizwa-#} {#tvaviSezaRasyApakarzaH .#}. <sup>2</sup> Depreciation, deterioration, inferiority, [Page157-b+ 56] degraded condition; (in this sense also opposed to {#prakarza#}) e. g. the words of Manu {#kuvivAhEH…kulAnyakulatAM yAnti#} are explained by Kullūka: {#AsurAdivivAhEH…praKyAta-#} {#kulAnyapakarzaM gacCanti#}; or on the affixes of the comparative {#tarap#} and {#Iyasun#} a Vārttika observes: {#tarabIyasunorekadra-#} {#vyasyotkarzApakarzayorupasaMKyAnam#}. <sup>3</sup> (In the Nyāya philosophy.) Denying or disputing away qualities which a thing possesses ({#vidyamAnaDarmApacayo'pakarzaH#}); comp. {#apakarzasama#}. <sup>4</sup> Super- seding (as a rule); e. g. in the Vārtt. to Pāṇ. III. 4. 102. {#na#} {#vA vAkyApakarzAt#} where the last word is explained by Patanjali: {#vAkyApakarzAdyAsuw sIyuwaM bADizyate#}, and by Kaiyyaṭa: {#liNaH sIyuqityasya vAkyasya yAsuqviDivAkyenA-#} {#pakarzo bADa ityarTaH .#}. <sup>5</sup> Anticipating something which oc- curs later (as a religious act or a word of a sentence); in this sense it is met with frequently in writings on the Mīmānsā; e. g. {#darSapUrRamAsayoH puroqASasya kapAlezu sTApi-#} {#tasyAcCAdanamAmnAtam . BasmanABivAsayatIti . tata UrDvaM ve-#} {#dirAmnAtA . tenEva krameRa pOrRamAsIyAge pratipadyanuzWAnaM kf-#} {#tam . darSayAge tu vederapakarza AmnAtaH . pUrvedyuramAvAsyAyAM#} {#vediM karotIti . tatra vedeH pUrvaBAvino'BivAsanAntasyANga-#} {#samUhasyApakarzaH kartavyaH#} &c. |. For the ind. {#apakarzam#} see under {#apakarzam#}. E. {#kfz#}, with {#apa#}, kṛt aff. {#GaY#}.
apakarṣaka	apakarzaka	4482	157-b	{#apakarzaka#}¦ Tatpur. m. f. n. ({#-rzakaH-rzikA-rzakam#}) Detracting, de- preciating, making inferior. E. {#kfz#} with {#apa#}, kṛt aff. {#Rvul#}.
apakarṣaṇa	apakarzaRa	4483	157-b	"{#apakarzaRa#}¦ Tatpur. 1. m. f. n. ({#-RaH-RI-Ram#}) Drawing away or down, removing. <div n=""P"">2. n. ({#-Ram#}) <sup>1</sup> Drawing away or down; e. g. {#tantvapakarzaRe#} {#pawasadBAvAnupalabDivat#}. <sup>2</sup> Making inferior. <sup>3</sup> Superseding; e. g. {#aBivyApyApakarzaRamapavargaH#}. E. {#kfz#} with {#apa#}, kṛt aff. {#lyuw#}."
apakarṣam	apakarzam	4484	157-b	{#apakarzam#}¦ Tatpur. ind. In drawing away; e. g. {#GoreRa balApa-#} {#karzam…gfhAte tO#} (comm. {#balApakarzaM balAdAkfzya#}). E. {#kfz#} with {#apa#}, kṛt aff. {#Ramul#}.
apakarṣasama	apakarzasama	4485	157-b	{#apakarzasama#}¦ Tatpur. m. f. ({#-maH-mA#}) (In the Nyāya philosophy.) The sophism of the non-existence of qualities; viz. arguing, that because two things have one quality not in common, they will have none in common; e. g. sound and a jar being both artificially produced are perishable; now the sophism in question would consist in concluding: that because sound has not the quality of shape, which belongs to jar, or because a jar does not refer to the sense of hearing as sound does, sound and jar are neither artificially produced nor perishable. E. {#apakarza#} and {#sama#}. (With respect to the gender of this word and the ellipsis required to explain it, see the E. of {#anityasama#}.)
apakalaṅka	apakalaNka	4486	157-b	{#apakalaNka#}¦ Tatpur. m. ({#-NkaH#}) An indelible disgrace. E. {#apa#} and {#kalaNka#}.
apakalmaṣa	apakalmaza	4487	157-b	{#apakalmaza#}¦ Bahuvr. m. f. n. ({#-zaH-zA-zam#}) Sinless, faultless. E. {#apa#} and {#kalmaza#}.
apakāma	apakAma	4488	157-b	"{#apakAma#}¦ (ved.) I. Tatpur. m. ({#-maH#}) Loss of what is agreeable or dear; e. g. {#DanuH SatrorapakAmaM kfRoti#} ‘the bow deprives (i. e. may deprive) the enemy of what is dear to him’. <div n=""P"">II. Avyayībh. ({#-mam#}) <sup>1</sup> Unwillingly, contrary to desire. <sup>2</sup> Without desire. E. {#apa#} and {#kAma#}."
apakāra	apakAra	4489	157-b	"{#apakAra#}¦ Tatpur. m. ({#-raH#}) 1. <sup>1</sup> Hurt, injury. <sup>2</sup> Disservice; the reverse of {#upakAra#}; e. g. {#apakAro'pyupakArAyEva saMvfttaH#}. E. {#kf#} with {#apa#}, kṛt aff. {#GaY#}. <div n=""P"">2. A mean action. E. {#apa#} and {#kAra#}."
apakāraka	apakAraka	4490	158-a	{#apakAraka#}¦ Tatpur. m. f. n. ({#-rakaH-rikA-rakam#}) Doing wrong, injuring. E. {#kf#} with {#apa#}, kṛt aff. {#Rvul#}.
apakāragir	apakAragir	4491	158-a	{#apakAragir#}¦ Tatpur. f. ({#-gIH#}) Abusive or threatening speech. E. {#apakAra#} and {#gir#}.
apakāratā	apakAratA	4492	158-a	{#apakAratA#}¦ f. ({#-tA#}) A bad or injurious act (a comm. = {#apa-#} {#kftya#}). E. {#apakAra#}, taddh. aff. {#tal#}.
apakāraśabda	apakAraSabda	4493	158-a	{#apakAraSabda#}¦ Tatpur. m. ({#-bdaH#}) Abusive or threatening speech. E. {#apakAra#} and {#Sabda#}.
apakārin	apakArin	4494	158-a	{#apakArin#}¦ Tatpur. m. f. n. ({#-rI-riRI-ri#}) Doing wrong, injurious, offensive, mischievous. E. {#kf#} with {#apa#}, kṛt aff. {#GinuR#} (the affix implying habit in this word).
apakīrti	apakIrti	4495	158-a	{#apakIrti#}¦ Tatpur. f. ({#-rtiH#}) Ill fame, disgrace. E. {#apa#} and {#kIrti#}.
apakukṣi	apakukzi	4496	158-a	"{#apakukzi#}¦ I. Tatpur. m. ({#-kziH#}) A miserable belly. <div n=""P"">II. Bahuvr. m. f. n. ({#-kziH-kziH-kzi#}) Having a miserable belly. <div n=""P"">III. Avyayībh. ({#-kzi#}) <sup>1</sup> Without a belly (i. e. with a miser- able belly). <sup>2</sup> Except the belly (?). (This word is udātta on the last syllable; and the Kāśikā observes on this word as well as on the other formations of Pāṇ. VI. 2. 187. that they may be Tatpur., Bahuvr. and Avyayībh.) E. {#apa#} and {#kukzi#}."
apakuñja	apakuYja	4497	158-a	{#apakuYja#}¦ Bahuvr. m. ({#-YjaH#}) A proper name: a younger brother of the serpent-king Śeṣa. E. {#apa#} and {#kuYja#}.
apakṛta	apakfta	4498	158-a	"{#apakfta#}¦ Tatpur. 1. m. f. n. ({#-taH-tA-tam#}) <sup>1</sup> Done wrong, ma- liciously, offensively; e. g. {#kiM mayApakftaM rAjYaH . aTavA#} {#nityApakAriRo hi rAjAnaH#}. <sup>2</sup> Observed or practised as a degrading or impure act, as servile duties, funeral rites &c. <div n=""P"">2. n. ({#-tam#}) An evil action, offence, injury. E. {#kf#} with {#apa#}, kṛt aff. {#kta#}."
apakṛti	apakfti	4499	158-a	{#apakfti#}¦ Tatpur. f. ({#-tiH#}) The same as {#apakAra#}. E. {#kf#} with {#apa#}, kṛt aff. {#ktin#}.
apakṛtya	apakftya	4500	158-a	{#apakftya#}¦ Tatpur. n. ({#-tyam#}) An evil action, offence, injury. E. {#kf#} with {#apa#}, kṛtya aff. {#kyap#} and āgama {#tuk#}.
apakṛṣṭa	apakfzwa	4501	158-a	"{#apakfzwa#}¦ Tatpur. 1. m. f. n. ({#-zwaH-zwA-zwam#}) <sup>1</sup> Drawn down or away. <sup>2</sup> Inferior, low, degraded. <sup>3</sup> Anticipated (as a word or a religious act that occurs later); used in this sense by the writers on the Mimānsā (comp. {#apakarza#}); e. g. {#rAjYo#} {#yajamAnasyABizeko mADyandinasavane stotrakAle'pakfzyate . ta-#} {#sminnapakfzwe sati#} &c. <div n=""P"">2. m. ({#-zwaH#}) A crow. E. {#kfz#} with {#apa#}, kṛt aff. {#kta#}."
