headword_iast	headword_slp1	entry_id	page	body
anaḍutka	anaqutka	2208	066-a	{#anaqutka#}¦ m. f. n. ({#-tkaH-tkA-tkam#}) Having bulls or oxen (<sup>1</sup> as a country (according to others the reading would then be {#Anaquhaka#} q. v., from {#Anaquha#}); <sup>2</sup> seemingly the latter part of the thematic form of a Bahuvrīhi compound, con- cluding with {#anaquh#}, f. i. {#priyAnaqutka#}). E. {#anaquh#}, <sup>1</sup> taddh. aff. {#ka#}, <sup>2</sup> the compound with samāsānta aff. {#kap#}.
anaḍudda	anaqudda	2209	066-a	{#anaqudda#}¦ Tatpur. m. ({#-ddaH#}) The donor of a bull or ox. E. {#anaquh#} and {#da#}.
anaḍuh	anaquh	2210	066-a	{#anaquh#}¦ Tatpur. m. (sing. {#-qvAn, -qvan, -qvAham, -quhA, -quhe#}, {#-quhaH, -quhi#}; du. {#-qvAhO, -qudByAm, -quhoH#}; plur. {#-qvAhaH#}, {#-quhaH, -qudBiH, -qudByaH, -qutsu#}) f. ({#-quhI#} or {#-qvAhI#}) <sup>1</sup> A bull or ox, especially one fit to draw a cart or to bear a weight. <sup>2</sup> The sign of the zodiac, Taurus. <sup>3</sup> (According to a vaidik commentator also used in the adjective sense:) fit or able to draw a cart, as an epithet of a goat; but this expla- nation seems doubtful.--(The use of the femin. {#anaqvAhI#} would be restricted, according to one authority, to the Vedas, while others do not make any distinction between this form and {#anaquhI#}. In Avyayībh. compounds, the com- pound terminating with {#anaquh#} assumes the samāsānta aff. {#wac#} (see {#anaquha#}) and in Bahuvr. compounds, the samā- sānta aff. {#kap#} (see {#anaqutka#}); in the latter, however, it [Page066-b+ 56] may also retain its original form, with the following de- clension in the neuter: sing. {#anaqut#}, du. {#anaquhI#} and plur. {#anaqvAMhi#}.) E. {#anas#}, with {#s#} changed to {#q#}, and {#vah#} (from {#vah#}, kṛt aff. {#kvip#}) with samprasāraṇa of {#v#}; in the fem. with aff. {#NIz#}.
anaḍuha	anaquha	2211	066-b	"{#anaquha#}¦ I. m. ({#-haH#}) The proper name of the chief of a gotra or family. See {#Anaquhya#}. E. {#anaquh#}, taddh. aff. {#ac(?)#}. <div n=""P"">II. Seemingly the latter part of the thematic form of an Avyayībh. compound concluding with {#anaquh#}, f. i. {#pratyanaquham#}; such a compound assuming the samāsānta aff. {#wac#}."
anaḍuhī	anaquhI	2212	066-b	{#anaquhI#}¦ Tatpur. f. ({#-hI#}) A cow. Also {#anaqvAhI#}. E. See {#anaquh#}.
anaḍvāhī	anaqvAhI	2213	066-b	{#anaqvAhI#}¦ Tatpur. f. ({#-hI#}) A cow. Also {#anaquhI#}. E. See {#anaquh#}.
anaṇu	anaRu	2214	066-b	"{#anaRu#}¦ Tatpur. I. m. f. n. ({#-RuH-RuH#} or {#-RvI-Ru#}) Not minute, not atomic, coarse (the reverse of {#aRu#} or {#asTUla#}). <div n=""P"">II. m. ({#-RuH#}) Coarse grain, as chiches (Cicer arietinum) &c. or, according to others, as wheat, barley &c.; (the reverse of {#aRu#} q. v.). E. {#a#} neg. and {#aRu#}."
anata	anata	2215	066-b	{#anata#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) <sup>1</sup> Erect, not bowed down, stiff. <sup>2</sup> Proud, haughty. E. {#a#} neg. and {#nata#}.
anatikrama	anatikrama	2216	066-b	{#anatikrama#}¦ Tatpur. m. ({#-maH#}) <sup>1</sup> Not overstepping certain limits, not surpassing certain qualities &c., moderation. <sup>2</sup> Pro- priety, decorum. E. {#a#} neg. and {#atikrama#}.
anatikramaṇīya	anatikramaRIya	2217	066-b	{#anatikramaRIya#}¦ Tatpur. m. f. n. ({#-yaH-yA-yam#}) Not to be sur- passed, overstepped or transgressed, inviolable, inevitable, unavoidable. E. {#a#} neg. and {#atikramaRIya#}.
anatikrānta	anatikrAnta	2218	066-b	{#anatikrAnta#}¦ Tatpur. m. f. n. ({#-ntaH-ntA-ntam#}) <sup>1</sup> Unsurpassed, unexceeded. <sup>2</sup> Untransgressed &c. See {#atikrAnta#}. E. {#a#} neg. and {#atikrAnta#}.
anatidṛśya	anatidfSya	2219	066-b	{#anatidfSya#}¦ Tatpur. m. f. n. ({#-SyaH-SyA-Syam#}) (ved.) Not pellucid, untransparent. E. {#a#} and {#atidfSya#} (from {#dfS#} with {#ati#}, kṛtya aff. {#yat#}); but more probably, ‘very invisible, very indiscernible’ from {#a#} neg. and {#ati-dfSya#}, instead of {#atya-#} {#dfSya#}. A similar transposition occurs in the vaidik word {#anatyudya#}.
anatidbhuta	anatidButa	2220	066-b	{#anatidButa#}¦ Tatpur. m. ({#-taH#}) (ved.) Not surpassed, not ex- celled. E. {#a#} neg. and {#atidButa#}; the latter part of the com- pound apparently being a synonyme of {#atiBUta#} and re- sembling, as regards its formation, the word {#adButa#} (q. v.).
anatipraśnya	anatipraSnya	2221	066-b	{#anatipraSnya#}¦ Tatpur. m. f. n. ({#-SnyaH-SnyA-Snyam#}) Not belonging or referring to a question which goes beyond its proper bounds, to a question concerning a transcendental object. E. {#a#} neg. and {#atipraSnya#}.
anatiprauḍha	anatiprOQa	2222	066-b	{#anatiprOQa#}¦ Tatpur. m. f. n. ({#-QaH-QA-Qam#}) Not full-grown, young (as a plant &c.). E. {#a#} neg. and {#ati-prOQa#}.
anatirikta	anatirikta	2223	066-b	{#anatirikta#}¦ Tatpur. m. f. n. ({#-ktaH-ktA-ktam#}) Not exceeded in quantity or quality. E. {#a#} neg. and {#atirikta#}.
anativilambin	anativilambin	2224	066-b	{#anativilambin#}¦ Tatpur. m. f. n. ({#-mbI-mbinI-mbi#}) Not very dilatory, not very slow. E. {#a#} neg. and {#ativilambin#}.
anativṛtti	anativftti	2225	066-b	{#anativftti#}¦ Tatpur. f. ({#-ttiH#}) Not going beyond, the being in conformity or in proportion with. See {#padArTAnativftti#}. E. {#a#} neg. and {#ativftti#}.
anatyantagati	anatyantagati	2226	066-b	{#anatyantagati#}¦ Tatpur. f. ({#-tiH#}) (In grammar.) The sense of ‘not completely’, ‘not very much’, the sense of diminu- tiveness. E. {#a#} neg. {#atyanta#} and {#gati#}. See {#atyantagati#}.
anatyaya	anatyaya	2227	067-a	{#anatyaya#}¦ Bahuvr. m. f. n. ({#-yaH-yA-yam#}) Having no loss, no end &c., eternal, continual. See the meanings of {#atyaya#}. E. {#a#} priv. and {#atyaya#}.
anatyudya	anatyudya	2228	067-a	{#anatyudya#}¦ Tatpur. m. ({#-dyaH#}) (ved.) Utterly unnameable, quite unfit to be spoken of. E. {#a#} neg. and {#ati-udya#}; as it ap- pears, a transposition of {#atyanudya#}, similar to that which has probably taken place in {#anatidfSya#} (q. v.).
anadat	anadat	2229	067-a	{#anadat#}¦ Tatpur. m. f. n. ({#-dan-datI-dat#}) Not eating. E. {#a#} neg. and {#adat#} I.
anaddhā	anadDA	2230	067-a	{#anadDA#}¦ Tatpur. ind. (ved.) Not clearly, not truly, perhaps. Also with the particles {#u#} and {#iva, anadDo#} and {#anadDeva#}. E. {#a#} neg. and {#adDA#}.
anaddhāpuruṣa	anadDApuruza	2231	067-a	{#anadDApuruza#}¦ Tatpur. m. ({#-zaH#}) (ved.) No man in the true sense of the word, ‘one who does not serve the ends of the gods, of the pitṛs, or of men’. E. {#anadDA#} and {#puruza#}.
anadya	anadya	2232	067-a	"{#anadya#}¦ Tatpur. I. m. f. n. ({#-dyaH-dyA-dyam#}) Not fit to be eaten. <div n=""P"">II. m. ({#-dyaH#}) White mustard. See {#anaGa#} which is the more correct reading of this word. E. {#a#} neg. and {#adya#}."
anadyatana	anadyatana	2233	067-a	{#anadyatana#}¦ Bahuvr. m. ({#-naH#}) (In grammar.) The time which does not belong to the current day. See {#adyatana#}. It is either {#BUtAnadyatanaH#} the past or {#BavizyadanadyatanaH#} the future time, if such a period does not include the current day. E. {#a#} priv. and {#adyatana#}, sc. {#kAla#}.
anadhikāra	anaDikAra	2234	067-a	{#anaDikAra#}¦ Tatpur. m. ({#-raH#}) Absence of right, claim, in- terest or concern. E. {#a#} neg. and {#aDikAra#}.
anadhikāracarcā	anaDikAracarcA	2235	067-a	{#anaDikAracarcA#}¦ Tatpur. f. ({#-rcA#}) Officiousness, meddling with other people's business. E. {#anaDikAra#} and {#carcA#}.
anadhikārin	anaDikArin	2236	067-a	{#anaDikArin#}¦ Tatpur. m. ({#-rI#}) One who has no right or claim &c. See the meanings of {#aDikArin#}. E. {#a#} neg. and {#aDikArin#}.
anadhikṛta	anaDikfta	2237	067-a	{#anaDikfta#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) Not set over, or appointed &c. See the meanings of {#aDikfta#}. E. {#a#} neg. and {#aDikfta#}.
anadhigata	anaDigata	2238	067-a	{#anaDigata#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) <sup>1</sup> Not acquired. <sup>2</sup> Not learnt or studied. E. {#a#} neg. and {#aDigata#}.
anadhīnaka	anaDInaka	2239	067-a	{#anaDInaka#}¦ m. f. n. ({#-nakaH-nikA-nakam#}) Independant. E. {#a-#} {#aDIna#}, taddh. aff. {#kan#}.
anadhyakṣa	anaDyakza	2240	067-a	"{#anaDyakza#}¦ m. f. n. ({#-kzaH-kzA-kzam#}) I. Tatpur. Imperceptible, unperceived, absent. See {#apratyakza#}. E. {#a#} neg. and {#aDyakza#}. <div n=""P"">II. Bahuvr. Having no superintendent. E. {#a#} priv. and {#aDyakza#}."
anadhyayana	anaDyayana	2241	067-a	{#anaDyayana#}¦ Tatpur. n. ({#-nam#}) Want or intermission of reading or study, especially of the Vedas. E. {#a#} neg. and {#aDyayana#}.
anadhyāya	anaDyAya	2242	067-a	{#anaDyAya#}¦ Bahuvr. m. ({#-yaH#}) Time on which it is improper and forbidden to read or to study the Vedas; also used in the sense of ‘a holy-day’ or ‘vacation’. E. {#a#} priv. and {#aDyAya#}, sc. {#kAla#}.
anadhyāyadivasa	anaDyAyadivasa	2243	067-a	{#anaDyAyadivasa#}¦ Karmadh. m. ({#-saH#}) A day on which it is improper to study. See the preceding. E. {#anaDyAya#} and {#divasa#}.
anana	anana	2244	067-a	{#anana#}¦ n. ({#-nam#}) Breathing, living. E. {#an#}, kṛt aff. {#lyuw#}.
ananaṅgamejaya	ananaNgamejaya	2245	067-a	{#ananaNgamejaya#}¦ Tatpur. m. f. n. ({#-yaH-yA-yam#}) Not allowing the body to remain unshaken or quiet. E. {#a#} neg. and {#anaNgamejaya#}.
ananubhāṣaṇa	ananuBAzaRa	2246	067-a	{#ananuBAzaRa#}¦ Tatpur. n. ({#-Ram#}) (In the Nyāya philosophy.) Not repeating the argument for discussion, i. e. a tacit agreement with it or assent to the assertion of the person [Page067-b+ 56] who has proposed it; viz. if, after the argument for dis- cussion has been announced, it has not been repeated by any one--the sign of taking it up--the proposer has to proclaim it three times; if then it does not meet with the anubhāṣana, it is considered as proved or as accepted as such. E. {#a#} neg. and {#anuBAzaRa#}.
ananuṣaṅgin	ananuzaNgin	2247	067-b	{#ananuzaNgin#}¦ Tatpur. m. f. n. ({#-NgI-NgiRI-Ngi#}) Not attached to, indifferent (as to pleasure &c.). E. {#a#} neg. and {#anu-#} {#zaNgin#}.
ananuṣṭhāna	ananuzWAna	2248	067-b	{#ananuzWAna#}¦ Tatpur. n. ({#-nam#}) Non-observance (of duties &c.), neglect, want of propriety. See the meanings of {#anuzWAna#}. E. {#a#} neg. and {#anuzWAna#}.
ananūkta	ananUkta	2249	067-b	{#ananUkta#}¦ Tatpur. m. f. n. ({#-ktaH-ktA-ktam#}) <sup>1</sup> Not spoken-after or accordingly. <sup>2</sup> Not read or studied (as the Veda). E. {#a#} neg. and {#anUkta#}.
ananta	ananta	2250	067-b	"{#ananta#}¦ Bahuvr. I. m. f. n. ({#-ntaH-ntA-ntam#}) Endless in time and space: eternal, unbounded, innumerable &c. <div n=""P"">II. m. ({#-ntaH#}) <sup>1</sup> A name of Viṣṇu or Kṛṣṇa. <sup>2</sup> A name of Baladeva, the elder brother of Kṛṣṇa. <sup>3</sup> A name of Śiva. <sup>4</sup> A name of Rudra, in an Upanishad of the Athar- vaveda. <sup>5</sup> A name of Śeṣa, the chief of the Nāgas or ser- pent race that inhabit the infernal regions: the couch and constant attendant of Viṣṇu. <sup>6</sup> A name of Vāsuki, another king of the serpents, the brother of the former. <sup>7</sup> A name of one of the Viśvadevas. <sup>8</sup> The name of the fourteenth of the twenty-four Arhats or Jaina deified saints of the present Avasarpiṇī; see also {#anantajit#}. <sup>9</sup> The name of a king of Kashmir; see also {#anantadeva#}. <sup>10</sup> A proper name common to several authors &c. <sup>11</sup> The name of a plant, Vitex trifolia (Lin.); see {#sindavAra#}. <sup>12</sup> Talc (see {#aBraka#}; in this sense the word is given by some as a neuter). <sup>13</sup> (In arithmetic.) Infinite quantity: a fraction having a cypher for its deno- minator; see also {#anantarASi#} and {#Kahara#}. <sup>14</sup> The name of the twenty-third of the lunar asterisms; see {#SravaRa#}. <sup>15</sup> A silken cord with fourteen knots which the Hindus tie round the right arm at the festival of Anantachaturdaśī. <div n=""P"">III. f. ({#-ntA#}) <sup>1</sup> The earth. <sup>2</sup> (In arithmetic sometimes used to denominate) the numeral one. <sup>3</sup> A name of Pār- vatī, the wife of Śiva. <sup>4</sup> A name of Tārā, a Buddhist deity. <sup>5</sup> The proper name of the wife of Janamejaya. <sup>6</sup> The name of the following plants: <sup>a.</sup> Hedysarum alhagi; see {#yavAsa#} or {#rodanI#}. <sup>b.</sup> Echytes frutescens; see {#SyAmA#} or {#go-#} {#pI#}. <sup>c.</sup> A sort of potherb; see {#viSalyA#} or {#SakrapuzpI#}. <sup>d.</sup> Agrostis linearis (Koen.) or Panicum dactylon; see {#dUrvA#} or {#BArgavI#}, {#SvetadUrvA#} and {#nIladUrvA#}. <sup>e.</sup> Phyllanthus emblica (emblic my- robolan); see {#AmalakI#}. <sup>f.</sup> Menispermum glabrum or cordi- folium; see {#guqUcI#}. <sup>g.</sup> Gloriosa superba; see {#lANgalI#}. <sup>h.</sup> See {#hemamAnI#}. <sup>i.</sup> Premna spinosa; see {#asimanTa#}. <sup>k.</sup> Piper longum (Long pepper); see {#pippalI#} or {#kaRA#}. <sup>l.</sup> Terminalia chebula (yellow myrobolan); see {#harItakI#}. <sup>m.</sup> Asclepias pseudosar- sa; see {#SArivA#}. <sup>n.</sup> Justicia adhatoda(?). <sup>o.</sup> Bromelia Ana- nas(?). <sup>p.</sup> Echytes dichotoma(?). <sup>q.</sup> According to some also the same as {#anantamUla#} q. v. <div n=""P"">IV. n. ({#-ntam#}) <sup>1</sup> Sky, atmosphere, æther. <sup>2</sup> Talc; (also given in the latter sense as a masculine). E. {#a#} priv. and {#anta#}."
anantaka	anantaka	2251	068-a	"{#anantaka#}¦ I. m. f. n. ({#-kaH-kA-kam#}) Endless, eternal, unlimited. <div n=""P"">II. n. ({#-kam#}) (In the Jaina doctrine.) The collective ex- pression for what is eternal viz. matter and soul; but in- cluding also, according to a commentary, planets or accord- ing to another, æther, regions &c. E. {#ananta#}, taddh. aff. {#kan#}, or rather a Bahuvr. composed of {#a#} neg. and {#anta#}, samāsānta aff. {#kap#}."
anantakara	anantakara	2252	068-a	{#anantakara#}¦ Tatpur. m. f. n. ({#-raH-rI-ram#}) Making endless or unlimited. E. {#ananta#} and {#kara#}.
anantaga	anantaga	2253	068-a	{#anantaga#}¦ Tatpur. m. f. n. ({#-gaH-gA-gam#}) Going continually, moving perpetually. E. {#ananta#} and {#ga#}.
anantacaturdaśī	anantacaturdaSI	2254	068-a	{#anantacaturdaSI#}¦ Tatpur. f. ({#-SI#}) The fourteenth lunation of the light half i. e. the day of the full moon of the month Bhādra (August-September), when Viṣṇu under the form of the serpent Ananta is worshipped. E. {#ananta#} and {#caturdaSI#}.
anantacāritra	anantacAritra	2255	068-a	{#anantacAritra#}¦ Bahuvr. m. ({#-traH#}) The proper name of a Bo- dhisattva, Mahāsattva, or a superior Bauddha saint. E. {#ananta#} and {#cAritra#}.
anantajit	anantajit	2256	068-a	{#anantajit#}¦ Tatpur. m. ({#-jit#}) The name of the fourteenth of the twenty-four Arhats or Jaina deified saints of the present Avasarpiṇī; also called {#ananta#}. E. {#ananta#} and {#jit#} ‘who conquers, who gains eternity’.
anantatā	anantatA	2257	068-a	{#anantatA#}¦ f. ({#-tA#}) Eternity: also {#anantatva#} n. ({#-tvam#}). E. {#ananta#}, taddh. aff. {#tal#} or {#tva#}.
anantadṛṣṭi	anantadfzwi	2258	068-a	{#anantadfzwi#}¦ Bahuvr. m. ({#-zwiH#}) A name of Śiva. E. {#ananta#} and {#dfzwi#}.
anantadeva	anantadeva	2259	068-a	{#anantadeva#}¦ Karmadh. m. ({#-vaH#}) The proper name of a king of Kashmir, the son of Harirāja; also a proper name be- longing to several authors &c. See also {#ananta#}. E. {#ananta#} and {#deva#}.
anantanemi	anantanemi	2260	068-a	{#anantanemi#}¦ Bahuvr.(?) m. ({#-miH#}) The proper name of a king of Mālava, a contemporary of Śākyamuni. E. {#ananta#} and {#nemi#}.
anantapāla	anantapAla	2261	068-a	{#anantapAla#}¦ Tatpur. m. ({#-laH#}) The proper name of a warrior chief serving under Harsha, king of Kashmir. E. {#ananta#} and {#pAla#}.
anantamati	anantamati	2262	068-a	{#anantamati#}¦ Bahuvr. m. ({#-tiH#}) The proper name of a Bodhi- sattva or Bauddha saint, the son of the Tathāgata Chan- drasūryapradīpa. E. {#ananta#} and {#mati#}.
anantamūla	anantamUla	2263	068-a	{#anantamUla#}¦ Bahuvr. m. ({#-laH#}) The name of a plant (Periploca Indica or Asclepias pseudosarsa or Asclepias asthmatica); see also {#anantA#} and {#SArivA#}. E. {#ananta#} and {#mUla#}.
anantara	anantara	2264	068-a	{#anantara#}¦ Bahuvr. m. f. n. ({#-raH-rA-ram#}) <sup>1</sup> Having nothing in- termediate, having no interval or defect, uninterrupted, entire; in the Upanishads also as an epithet of Brahman (n.) or the supreme soul, of which it is said that it has nothing before it nor after it, nor between ‘before’ and ‘after’ it nor besides it, or that it exists without interruption or defect, entire. <sup>2</sup> Next, immediately following or pre- ceding. <sup>3</sup> Next of kin, in succession, in caste. <sup>4</sup> Close, compact.--{#anantaram#} immediately, afterwards; it is fol- lowed or preceded sometimes by a noun depending upon it in the ablative or genitive. E. {#a#} priv. and {#anantara#}.
anantaraja	anantaraja	2265	068-a	{#anantaraja#}¦ Tatpur. m. ({#-jaH#}) The son of a man of the three first castes, married to a woman of a caste inferior in order [Page068-b+ 56] to his own, but not to a Sūdra woman viz. of a Brāhmaṇa by a Kṣatriyā or Vaiśyā and of a Kṣatriyā by a Vaiśyā. The three kinds of sons got by parents of the same caste are called {#sajAtija#} and both, comprising six kinds, have the privileges of a Dvija or twice-born man. (This is the explanation given by a commentator of Manu and, according to him, {#anantaraja#} would have a different mean- ing than {#anantarajAta#}, though both words appear to be synonymes.) E. {#anantara#} and {#ja#}.
anantarajāta	anantarajAta	2266	068-b	{#anantarajAta#}¦ Tatpur. m. ({#-taH#}) The son of a father married to a woman of a caste next in order to his own, viz. of a Brāhmaṇa by a Kṣatriyā, of a Kshatriya by a Vaiśyā, of a Vaiśya by a Sūdrā. E. {#anantara#} and {#jAta#}.
anantarāyam	anantarAyam	2267	068-b	{#anantarAyam#}¦ Bahuvr. ind. Without interruption. E. {#a#} priv. and {#antarAya#}.
anantarāśi	anantarASi	2268	068-b	{#anantarASi#}¦ Karmadh. m. ({#-SiH#}) (In arithmetic.) Infinite quantity: a fraction having a cypher for its denominator. See also {#ananta#} II. 13. and {#Kahara#}. E. {#ananta#} and {#rASi#}.
anantarita	anantarita	2269	068-b	{#anantarita#}¦ m. f. n. ({#-taH-tA-tam#}) Uninterrupted, not separated by. E. Denom. of {#anantara#}, kṛt aff. {#kta#}.
anantarīya	anantarIya	2270	068-b	{#anantarIya#}¦ m. f. n. ({#-yaH-yA-yam#}) Belonging to what is next, next in succession, caste &c. See the meanings of {#anantara#}. E. {#anantara#}, taddh. aff. {#Ca#}.
anantarūpa	anantarUpa	2271	068-b	{#anantarUpa#}¦ Bahuvr. m. f. n. ({#-paH-pA-pam#}) Having innumerable forms or shapes, multiform. E. {#ananta#} and {#rUpa#}.
anantarhita	anantarhita	2272	068-b	{#anantarhita#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) <sup>1</sup> Not separated, not interposed. <sup>2</sup> Not concealed, not hidden. E. {#a#} neg. and {#antarhita#}.
anantavat	anantavat	2273	068-b	"{#anantavat#}¦ I. m. f. n. ({#-vAn-vatI-vat#}) Endowed with infinity, eternal. <div n=""P"">II. m. ({#-vAn#}) A name or epithet of one of the four pā- das or feet of Brahman (in the symbolical language of the Upanishads), consisting of four Kalās or parts, viz. earth, intermediate space, heaven and ocean. The other three feet are called {#prakASavat, jyotizmat#} and {#Ayatanavat#} (qq. vv.)."
anantavarman	anantavarman	2274	068-b	{#anantavarman#}¦ Bahuvr. m. ({#-rmA#}) The proper name of a king. E. {#ananta#} and {#varman#}.
anantavāta	anantavAta	2275	068-b	{#anantavAta#}¦ Karmadh. m. ({#-taH#}) (In medicine.) One of the diseases of the head (see {#Siroroga#}). It is described in the following manner: ‘when the three humours (air, bile and phlegm) are deranged in the vessels of the back of the neck they make it very feverish and painful and it sup- presses the humours particularly in the region of the eyes, eyebrows and temples; it then produces shaking in the sides of the cheeks, cramp of the jaws and morbid affec- tions of the eyes’. E. {#ananta#} and {#vAta#}.
anantavikramin	anantavikramin	2276	068-b	{#anantavikramin#}¦ m. ({#-mI#}) The proper name of a Bodhisattva or Bauddha saint. E. {#ananta-vikrama#}, taddh. aff. {#ini#}.
anantavijaya	anantavijaya	2277	068-b	{#anantavijaya#}¦ Bahuvr. m. ({#-yaH#}) The name of the shell of Yu- dhiṣṭhira. E. {#ananta#} and {#vijaya#}.
anantavīrya	anantavIrya	2278	068-b	{#anantavIrya#}¦ Bahuvr. m. ({#-ryaH#}) The proper name of the twenty- third Jaina Arhat or deified saint of a future age or Utsar- piṇī. E. {#ananta#} and {#vIrya#}.
anantavrata	anantavrata	2279	068-b	{#anantavrata#}¦ Tatpur. n. ({#-tam#}) The name of a festival ob- served on the day of the full moon in Bhādra (August- [Page069-a+ 56] September) in honour of Viṣṇu under the form of the serpent Ananta (q. v.). See {#anantacaturdaSI#}. E. {#ananta#} and {#vrata#}.
anantaśakti	anantaSakti	2280	069-a	{#anantaSakti#}¦ Bahuvr. m. ({#-ktiH#}) The proper name of a son of the king Amaraśakti. E. {#ananta#} and {#Sakti#}.
anantaśayana	anantaSayana	2281	069-a	{#anantaSayana#}¦ Tatpur. n. ({#-nam#}) The name of Travancore. E. {#ananta#} and {#Sayana#}.
anantaśīrṣā	anantaSIrzA	2282	069-a	{#anantaSIrzA#}¦ Bahuvr. f. ({#-rzA#}) The proper name of the wife of Vāsuki, a king of the serpents. E. {#ananta#} and {#SIrza#}; literally: ‘having innumerous heads’.
anantaśuṣma	anantaSuzma	2283	069-a	{#anantaSuzma#}¦ Bahuvr. m. ({#-zmaH#}) (ved.) Of infinite power or strength; an epithet of the Maruts. E. {#ananta#} and {#Suzma#}.
anantya	anantya	2284	069-a	"{#anantya#}¦ Tatpur. I. m. f. n. ({#-ntyaH-ntyA-ntyam#}) Infinite, eternal, unbounded. <div n=""P"">II. n. ({#-ntyam#}) Infinity, eternity, immortality. cf. {#Anantya#}. E. {#a#} priv. and {#antya#}."
ananda	ananda	2285	069-a	{#ananda#}¦ Bahuvr. m. pl. ({#-ndAH#}) (In the Upanishads) the name of a world where those are doomed to reside after their death, who have not acquired spiritual knowledge or who have made to a priest a sacrificial gift of an old or de- fective cow &c. E. {#a#} priv. and {#nanda#}; literally: ‘having or giving no pleasure or joy’.
ananna	ananna	2286	069-a	{#ananna#}¦ Tatpur. n. ({#-nnam#}) No-food, no-corn, bad food, bad corn &c. See the meanings of {#anna#}. E. {#a#} deter. and {#anna#}.
ananya	ananya	2287	069-a	"{#ananya#}¦ m. f. n. ({#-nyaH-nyA-nyam#}) I. Tatpur. Not different, same, identical. E. {#a#} neg. and {#anya#}. <div n=""P"">II. Bahuvr. <sup>1</sup> Without another, one, sole. <sup>2</sup> Fixed on one object, having no other object or occupation. E. {#a#} priv. and {#anya#}."
ananyagati	ananyagati	2288	069-a	"{#ananyagati#}¦ I. Tatpur. f. ({#-tiH#}) No other refuge, asylum or hope, one only refuge &c. E. {#a#} neg. and {#anya-gati#}. <div n=""P"">II. Bahuvr. m. f. n. ({#-tiH-tiH-ti#}) Having but one refuge, asylum or hope. E. {#a#} priv. and {#anya-gati#}."
ananyagatika	ananyagatika	2289	069-a	{#ananyagatika#}¦ Bahuvr. m. f. n. ({#-kaH-kA-kam#}) Having but one refuge, asylum or hope. E. {#ananyagati#} II, samāsānta aff. {#kap#}.
ananyacinta	ananyacinta	2290	069-a	{#ananyacinta#}¦ Bahuvr. m. f. n. ({#-ntaH-ntA-ntam#}) Having the thoughts fixed on one only object. E. {#ananya#} and {#cintA#}.
ananyaja	ananyaja	2291	069-a	{#ananyaja#}¦ Tatpur. m. ({#-jaH#}) A name of Kāma or Love. E. {#a#} neg. and {#anya-ja#} ‘produced by nothing else than the manas or heart’.
ananyatā	ananyatA	2292	069-a	{#ananyatA#}¦ f. ({#-tA#}) or {#ananyatva#} n. ({#-tvam#}) <sup>1</sup> Sameness, identity. <sup>2</sup> Singleness. E. {#ananya#} I. and II., taddh. aff. {#tal#} or {#tva#}.
ananyadeva	ananyadeva	2293	069-a	{#ananyadeva#}¦ Bahuvr. m. f. n. ({#-vaH-vA-vam#}) Having no other gods. E. {#a#} priv. and {#anya-deva#}.
ananyaniṣpādya	ananyanizpAdya	2294	069-a	{#ananyanizpAdya#}¦ Tatpur. m. f. n. ({#-dyaH-dyA-dyam#}) What cannot be done or accomplished by any one else. E. {#a#} neg. and {#anya-nizpAdya#}.
ananyapūrva	ananyapUrva	2295	069-a	"{#ananyapUrva#}¦ Tatpur. I. m. f. n. ({#-rvaH-rvA-rvam#}) Intact, never in the prior possession of another. <div n=""P"">II. f. ({#-rvA#}) A girl not previously wedded, a virgin. E. {#a#} neg. and {#anya-pUrva#}. Also with taddh. aff. {#kan, ananya-#} {#pUrvaka#} m. f. n. ({#-rvakaH-rvikA-rvakam#})."
ananyapratikriya	ananyapratikriya	2296	069-a	{#ananyapratikriya#}¦ Bahuvr. m. ({#-yaH-yA-yam#}) Having no other remedy. E. {#a#} priv. and {#anya-pratikriyA#}.
ananyabhava	ananyaBava	2297	069-a	{#ananyaBava#}¦ Tatpur. m. f. n. ({#-vaH-vA-vam#}) Produced or effected [Page069-b+ 56] by no one or nothing else, by one particular person or thing. E. {#ananya#} and {#Bava#}.
ananyamanas	ananyamanas	2298	069-b	{#ananyamanas#}¦ Bahuvr. m. f. n. ({#-nAH-nAH-naH#}) Intent, attentive, having the mind fixed on one subject, not absent. E. {#ananya#} and {#manas#}.
ananyamanaska	ananyamanaska	2299	069-b	{#ananyamanaska#}¦ Bahuvr. m. f. n. ({#-skaH-skA-skam#}). The same as the preceding. E. {#ananyamanas#}, samāsānta aff. {#kap#}.
ananyamānasa	ananyamAnasa	2300	069-b	{#ananyamAnasa#}¦ Bahuvr. m. f. n. ({#-saH-sI-sam#}). The same as {#ananyamanas#}. E. {#ananya#} and {#mAnasa#}.
ananyavṛtti	ananyavftti	2301	069-b	{#ananyavftti#}¦ Bahuvr. m. f. n. ({#-ttiH-ttiH-tti#}) Having the mind fixed on one object, intent, attentive. E. {#ananya#} and {#vftti#}.
ananyahṛta	ananyahfta	2302	069-b	{#ananyahfta#}¦ Tatpur. m. f. n. ({#-taH-tA-tam#}) Not stolen or taken, safe. E. {#a#} neg. and {#anya-hfta#}.
