headword_iast	headword_slp1	entry_id	page	body
a	a	1	001-1	1. {#a#}¦ {%Pron-Stamm der 3. Person.%}
a	a	2	001-1	2. {#a#},¦ {#an#} (˚—) {%negat. Präfix -un, vor Subst.%}, {%Adj., Adv., Partic. u. Ger.; selten vor%} {%Inf. und Verb. fin.%}
aṃśa	aMSa	3	001-1	{#a/MSa#}¦ {%m.%} Teil, Erbteil, Partei; {%N. eines Gottes.%} {#aMSena#} teilweise.
aṃśakalpanā	aMSakalpanA	4	001-1	{#aMSakalpanA#}¦ {%f.%}, {#aMsapradAna#} {%n.%} Erbteilung.
aṃśabhāj	aMSaBAj	5	001-1	{#aMSaBAj#}¦ teilhabend.
aṃśabhūta	aMSaBUta	6	001-1	{#aMSaBUta#}¦ einen Teil bildend.
aṃśu	aMSu	7	001-1	{#aMSu/#}¦ {%m.%} Somapflanze {%u.%} -saft; Strahl.
aṃśuka	aMSuka	8	001-1	{#aMSuka#}¦ {%n.%} Gewand. {#aMSukAnta#} {%m.%} -zipfel.
aṃśumant	aMSumant	9	001-1	{#aMSuma/nt#}¦ soma- o. strahlenreich; {%m.%} Sonne; {%Mannsname.%}
aṃsa	aMsa	10	001-1	{#a/Msa#}¦ {%m.%} Schulter.
aṃsakūṭa	aMsakUwa	11	001-1	{#aMsakUwa#}¦ {%m.%}, {#aMsapfzWa#} {%n.%} Achsel.
aṃsatra	aMsatra	12	001-1	{#a/Msatra#}¦ {%n.%} Panzer.
aṃsala	aMsala	13	001-1	{#aMsala/#}¦ kräftig, stark.
aṃsavartin	aMsavartin	14	001-1	{#aMsavartin#}¦ auf der Schulter befindlich.
aṃsavivartin	aMsavivartin	15	001-1	{#aMsavivartin#}¦ sich zur Schulter neigend.
aṃsavyāpin	aMsavyApin	16	001-1	{#aMsavyApin#}¦ bis zur Schulter reichend.
aṃhati	aMhati	17	001-1	{#aMhati/#}¦ {%f.%}, {#a/Mhas, aMhu/#} {%n.%} Enge, Not.
aṃhri	aMhri	18	001-1	{#aMhri#}¦ {%m.%} Fuss.
aka	aka	19	001-1	{#aka#}¦ {%m. das Suffix%} aka {%(g)%}
akaṇṭaka	akaRwaka	20	001-1	{#akaRwaka#}¦ dornen-, feindlos.
akathita	akaTita	21	001-1	{#akaTita#}¦ ungenannt, unbesprochen.
akaniṣṭha	akanizWa	22	001-1	{#a/kanizWa#}¦ {%m. Pl.%} ohne Jüngsten, gleich jung.
akampita	akampita	23	001-1	{#akampita#}¦ nicht zitternd, unerschrocken.
akaraṇa	akaraRa	24	001-1	{#akaraRa#}¦ {%n.%} Nichtthun, Unterlassung.
akaruṇa	akaruRa	25	001-1	{#akaruRa#}¦ mitleidlos, grausam.
akarṇa	akarRa	26	001-1	{#a/karRa#}¦ ohrenlos.
akartar	akartar	27	001-1	{#akartar#}¦ {%m.%} nicht handelnd.
akartavya	akartavya	28	001-1	{#akartavya#}¦ nicht zu thun; {%n.%} Unthat.
akarmaka	akarmaka	29	001-1	{#akarmaka#}¦ ohne Objecht, intransitiv.
akarmaṇya	akarmaRya	30	001-1	{#akarmaRya#}¦ unwirksam, unütz.
akalya	akalya	31	001-1	{#akalya#}¦ ungesund, krank.
akava	akava	32	001-1	{#a/kava#}¦ nicht karg {%(Pers. u. S.).%}
akavi	akavi	33	001-1	{#a/kavi#}¦ nicht weise.
akasmāt	akasmAt	34	001-1	{#akasmAt#}¦ ohne Grund, plötzlich.
akāṇḍa	akARqa	35	001-2	{#akARqa#}¦ unerwartet, plötzlich. {%Loc. adv.%}
akātara	akAtara	36	001-2	{#akAtara#}¦ unverzagt, beherzt.
akāma	akAma	37	001-2	{#akAma/#}¦ unverliebt, unlustig.
akāmatas	akAmatas	38	001-2	{#akAmatas#}¦ {%adv.%} unabsichtlich.
akāra	akAra	39	001-2	{#akAra#}¦ {%m.%} der Laut a.
akāraka	akAraka	40	001-2	{#akAraka#}¦ nichts ausrichtend. {%Abstr.%} {#˚tva#} {%n.%}
akāraṇa	akAraRa	41	001-2	{#akAraRa#}¦ grundlos; {%n.%} kein Grund. ˚—, {%Abl., Instr. u. Loc. adv.%}
akārya	akArya	42	001-2	{#akArya#}¦ nicht zu thun; {%n.%} Unthat.
akāla	akAla	43	001-2	{#akAla#}¦ {%m.%} Unzeit. ˚—, {%Loc. u.%} {#˚tas#} zur U.
akālahīnam	akAlahInam	44	001-2	{#akAlahInam#}¦ ohne Zeitverlust, sofort.
akiṃcana	akiMcana	45	001-2	{#akiMcana#}¦ ohne etwas, arm. {%Abstr.%} {#˚tA#} {%f.%}, {#˚tva#} {%n.%}
akīrti	akIrti	46	001-2	{#akIrti#}¦ {%f.%}, Unehre. {#˚kara#} verunehrend.
akīrtita	akIrtita	47	001-2	{#akIrtita#}¦ unerwähnt.
akutobhaya	akutoBaya	48	001-2	{#akutoBaya#}¦ sich vor nichts fürchtend.
akurvant	akurvant	49	001-2	{#akurvant#}¦ nicht thuend, unterlassend.
akula	akula	50	001-2	{#akula#}¦ {%u.%} {#˚lIna#} unedel. {%Abstr.%} {#akulatA#} {%f.%}
akuśala	akuSala	51	001-2	{#akuSala#}¦ unbeilvoll, schlimm, unglücklich, ungeschickt; {%n.%} Unheil. Übel.
akusumita	akusumita	52	001-2	{#akusumita#}¦ unaufgeblüht.
akūpāra	akUpAra	53	001-2	{#a/kUpAra#}¦ unbegrenzt; {%m.%} Meer.
akṛta	akfta	54	001-2	"{#a/kfta#}¦ ungethan, unbearbeitet, unvollkommen; <lbinfo n=""7""/> unaufgefordert."
akṛtajña	akftajYa	55	001-2	{#akftajYa#}¦ undankbar.
akṛtapuṇya	akftapuRya	56	001-2	{#akftapuRya#}¦ unglückselig.
akṛtapūrva	akftapUrva	57	001-2	{#akftapUrva#}¦ vorher nicht gethan.
akṛtabuddhi	akftabudDi	58	001-2	{#akftabudDi#}¦ von ungebildetem Verstande.
akṛtasaṃkalpa	akftasaMkalpa	59	001-2	{#akftasaMkalpa#}¦ ohne bestimmte Absicht.
akṛtasatkāra	akftasatkAra	60	001-2	{#akftasatkAra#}¦ unbewirtet.*
akṛtātman	akftAtman	61	001-2	{#akftAtman#}¦ von ungebildetem Geiste, roh.
akṛtārtha	akftArTa	62	001-2	{#akftArTa#}¦ unbefriedigt.
akṛtya	akftya	63	001-2	{#akftya#}¦ ={#akArya#}.
akṛtvā	akftvA	64	001-2	{#akftvA#}¦ ohne zu thun.
akṛtsna	akftsna	65	001-2	{#a/kftsna#}¦ unvollständig.
akṛpaṇa	akfpaRa	66	001-2	{#akfpaRa#}¦ ohne Klage, wohlgemut.
akṛṣīvala	akfzIvala	67	001-2	{#a/kfzIvala#}¦ nicht ackerbauend.
akṛṣṭa	akfzwa	68	001-2	{#a/kfzwa#}¦ ungepflügt; {%n.%} ungepflügter Boden.
akaitava	akEtava	69	001-2	{#akEtava#}¦ ungeheuchelt.
akopayant	akopayant	70	002-1	{#akopayant#}¦ nicht aufregend.
akta	akta	71	002-1	{#akta#}¦ s. {#aYj#}.
aktu	aktu	72	002-1	{#aktu/#}¦ {%m.%} Licht; Dunke, Nach. {%Instr. Pl.%} bei Nacht.
akra	akra	73	002-1	1. {#a/kra#}¦ unthätig.
akra	akra	74	002-1	2. {#akra/#}¦ {%m.%} Banner.
akrata	akrata	75	002-1	{#a/krata#}¦ {%u.%} {#a/kran#} {%s.%} 1. {#kar#}.
akriyā	akriyA	76	002-1	{#akriyA#}¦ {%f.%} Nichtthun, Unterlassung.
akrodha	akroDa	77	002-1	1. {#a/kroDa#}¦ {%m.%} das Nichtzürnen.
akrodha	akroDa	78	002-1	2. {#akroDa#}¦ nicht zornig.
akliṣṭa	aklizwa	79	002-1	{#aklizwa#}¦ unverkümmer, frishc.
akṣ	akz	80	002-1	{#akz#}¦ erreichen; {%p.p.%} {#azwa#}.
akṣa	akza	81	002-1	1. {#akza/#}¦ {%m.%} Würfel.
akṣa	akza	82	002-1	2. {#a/kza#}¦ {%m.%} Achse.
akṣa	akza	83	002-1	3. {#akza#}¦ {%m. (adj.%} —˚ {%f.%} {#ri) = akzi#}
akṣaṇvant	akzaRvant	84	002-1	{#akzaRva/nt#}¦ mit Augen begabt.
akṣata	akzata	85	002-1	{#a/kzata#}¦ unverlezt.
akṣatayoni	akzatayoni	86	002-1	{#akzatayoni#}¦ {%f.%} jungfräulich.
akṣatra	akzatra	87	002-1	{#akzatra#}¦ ohne die Kriegerkaste.
akṣan	akzan	88	002-1	{#akza/n#}¦ {%n.%} Auge.
akṣanaipuṇa	akzanEpuRa	89	002-1	{#akzanEpuRa#}¦ {%n.%} Würfelkunst.
akṣama	akzama	90	002-1	{#akzama#}¦ nicht ertragen könnend, unfähig zu ({%Loc., Inf. o.%} —˚); {%f.%} Ungeduld, Neid.
akṣamālā	akzamAlA	91	002-1	{#akzamAlA#}¦ {%u.%} {#˚likA#} {%f.%} Rosenkranz {%(zum%} {%Beten); Frauenname; Bein. der Arundhatī.%}
akṣaya	akzaya	92	002-1	{#akzaya#}¦ unvergänglich. {%Abstr.%} {#˚tA#} {%f.%}, {#˚tvA#} {%n.%}
akṣayya	akzayya	93	002-1	{#akzayya/#}¦ {%dass.%}
akṣara	akzara	94	002-1	{#akza/ra#}¦ unversieglich. {%n.%} Wort, Silbe; Schriftstück, Brief.
akṣaracchandas	akzaracCandas	95	002-1	{#akzaracCandas#}¦ {%n.%} Silbenstrophe.
akṣaravinyāsa	akzaravinyAsa	96	002-1	{#akzaravinyAsa#}¦ {%m.%} Schrift.
akṣavatī	akzavatI	97	002-1	{#akzavatI#}¦ {%f.%} Würfelspiel.
akṣahṛdaya	akzahfdaya	98	002-1	{#akzahfdaya#}¦ {%n.%} Würfelgeheimnis.
akṣāralavaṇāśin	akzAralavaRASin	99	002-1	"{#akzAralavaRASin#}¦ nichts Ätzendes und Gesalzenes <lbinfo n=""8""/> essend."
akṣi	akzi	100	002-1	{#a/kzi#}¦ {%n.%} Auge.
akṣita	akzita	101	002-1	{#a/kzita#}¦ {#a/kziRa#} {%yu.%} {#a/kzIyamARa#} unversehrt, unvergänglich.
akṣipat	akzipat	102	002-1	{#akzipa/t#}¦ {%Adv.%} ein klein wenig.
akṣī	akzI	103	002-1	{#akzI#}¦ {%f.%} Auge.
akṣuṇṇa	akzuRRa	104	002-1	{#akzuRRa#}¦ unverletzt, neu, absonderlich.
akṣetratara	akzetratara	105	002-1	{#a/kzetratara#}¦ {%n.%} unwohnliche Gegend.
akṣetrin	akzetrin	106	002-1	{#akzetrin#}¦ kein Feld besitzend.
akṣauhiṇī	akzOhiRI	107	002-1	{#akzOhiRI#}¦ {%f.%} (vollständiges) Heer.
akṣṇayā	akzRayA	108	002-1	{#akzRayA/#}¦ {%Adv.%} in die Quere.
akhaṇḍa	aKaRqa	109	002-1	{#aKaRqa#}¦ ungeteilt, unteilbar, ganz.
akhaṇḍita	aKaRqita	110	002-2	{#aKaRqita#}¦ ungeteilt, ungebrochen, fest.
akharva	aKarva	111	002-2	{#a/Karva#}¦ nicht verstümmlt, unverkürzt, tüchtig.
akhila	aKila	112	002-2	{#aKila#}¦ lückenlos, ganz; {%n.%} alles, das All.
akheda	aKeda	113	002-2	{#aKeda#}¦ Unverdrossenheit, Frische.
akhkhalīkṛtyā	aKKalIkftyA	114	002-2	"{#aKKalIkf/tyA#}¦ (akhkhala machend) jauchzend. <lbinfo n=""5""/>"
aga	aga	115	002-2	{#aga#}¦ (*nicht gehend); {%m.%} Baum; Berg.
agaṇayant	agaRayant	116	002-2	{#agaRayant#}¦ {%u.%} {#˚yitvA#} nicht achtend.
agati	agati	117	002-2	{#agati#}¦ {%f.%} (kein Weg), Unmöglichkeit.
agada	agada	118	002-2	{#agada/#}¦ nicht krank, gesund, {%m.%} Arznei.
agan	agan	119	002-2	{#a/gan#}¦ s. {#gam#}
agama	agama	120	002-2	{#agama#}¦ unbeweglich; {%m.%} Berg.
agamya	agamya	121	002-2	{#agamya#}¦ unzugänglich, unverständlich.
agarhita	agarhita	122	002-2	{#agarhita#}¦ ungetadelt, untadelhaft.
agasti	agasti	123	002-2	{#aga/sti#}¦ {%u.%} {#aga/stya#} {%N. eines alten Weisen.%}
agāgra	agAgra	124	002-2	{#agAgra#}¦ {%n.%} Berggipfel.
agādha	agADa	125	002-2	{#agADa#}¦ nicht flach, tief {%(auch übertr.)%}
agāra	agAra	126	002-2	{#agAra#}¦ {%(m.) n.%} Haus.
aguṇa	aguRa	127	002-2	{#aguRa#}¦ tugendlos; {%m.%} Untugend.
aguṇībhūta	aguRIBUta	128	002-2	"{#aguRIBUta#}¦ nicht untergeordnet oder abhängig <lbinfo n=""6""/> {%(g).%}"
aguru	aguru	129	002-2	{#a/guru#}¦ nicht schwer, leicht; {%m. n.%} Aloeholz.
agṛhīta	agfhIta	130	002-2	{#a/gfhIta#}¦ nicht ergriffen, unerfasst.
agṛhṇant	agfhRant	131	002-2	{#agfhRant#}¦ nicht fassend.
agṛhya	agfhya	132	002-2	{#a/gfhya#}¦ unfassbar.
agocara	agocara	133	002-2	{#agocara#}¦ {%m.%} Nichtbereich; {%Adj.%} nicht im Bereich von, unzugänglich für {%(Gen.%} {%o.%} —˚).
agopā	agopA	134	002-2	{#a/gopA#}¦ hirtenlos.
agopāla	agopAla	135	002-2	{#agopAla#}¦ {%dass.; m.%} kein Hirt.
agohya	agohya	136	002-2	{#a/gohya#}¦ unverhüllbar {%(N. des Sonnengottes).%}
agnāyī	agnAyI	137	002-2	{#agnA/yI#}¦ {%f.%} Agni's Gattin.
agni	agni	138	002-2	{#agni#}¦ {%m.%} Feuer {%u.%} Agni {%(Gott des Feuers).%}
agnikarman	agnikarman	139	002-2	{#agnikarman#}¦ {%n.%}, {#agnikriyA#} {%f.%} Feuergeschäft, Feueranlegung.
agnigṛha	agnigfha	140	002-2	{#agnigfha#}¦ {%n.%} Feuerstätte.
agnicaya	agnicaya	141	002-2	{#agnicaya#}¦ {%m.%}, {#˚cayana#} {%n.%} das Schichten des Feueraltars.
agnijihva	agnijihva	142	002-2	{#agnijihva/#}¦ Agni- o. feuerzüngig.
agnida	agnida	143	002-2	{#agnida#}¦ {%m.%} Brandstifter.
agnidagdha	agnidagDa	144	002-2	{#agnidagDa/#}¦ {%u.%} {#agni/dagDa#} durch Feuer verbrannt.
agnidūta	agnidUta	145	002-2	{#agni/dUta#}¦ Agni zum Boten habend, von A. überbracht.
agnidh	agniD	146	002-2	{#agni/D#}¦ {%m.%} Feueranzünder (Art Priester).
agnipurāṇa	agnipurARa	147	002-2	{#agnipurARa#}¦ {%n. N. eines Purāṇa.%}
agnipraveśa	agnipraveSa	148	003-1	{#agnipraveSa#}¦ {%m.%} der freiwillige Feuertod.
agnimant	agnimant	149	003-1	{#agnima/nt#}¦ das heilige Feuer unterhaltend.
agnimitra	agnimitra	150	003-1	{#agnimitra#}¦ {%m. N. eines Königs.%}
agniśaraṇa	agniSaraRa	151	003-1	{#agniSaraRa#}¦ {%n.%} Feuerstätte.
agniśikha	agniSiKa	152	003-1	{#agniSiKa#}¦ mit feuriger {%d. h.%} brennender Spitze {%(Pfeil)%}; n. Safran.
agniśuddhi	agniSudDi	153	003-1	{#agniSudDi#}¦ {%f.%} Reinigung durch Feuer.
agnisaṃskāra	agnisaMskAra	154	003-1	{#agnisaMskAra#}¦ {%m.%} Feuerceremonie.
agnisāt	agnisAt	155	003-1	{#agnisAt#}¦ zu Feuer; {#˚kar#} verbrennen.
agnisvāmin	agnisvAmin	156	003-1	{#agnisvAmin#}¦ {%m. Mannsname.%}
agnihotra	agnihotra	157	003-1	1. {#agnihotra/#}¦ {%n.%} Feueropfer.
agnihotra	agnihotra	158	003-1	2. {#agni/hotra#}¦ der Agni opfernd.
agnihotrahavaṇī	agnihotrahavaRI	159	003-1	{#agnihotraha/vaRI#}¦ {%f.%} Feueropferlöffel.
agnīṣoma	agnIzoma	160	003-1	{#agnIzoma#}¦ {%m. Du.%} Agni und Soma.
agnyādhāna	agnyADAna	161	003-1	{#agnyADAna#}¦ {%u.%} {#˚De/ya#} {%n.%} das Anlegen des heiligen Feuers.
agnyāhita	agnyAhita	162	003-1	{#agnyAhita#}¦ der das heilige Feuer angelegthat.
agra	agra	163	003-1	"{#a/gra#}¦ {%n.%} Spitze, Gipfel, Oberfläche, Anfang,Höchstes, <lbinfo n=""14""/> Bestes. — {#agram#} vor, coram {%(Gen. o.%} —˚). {#a/gre#} vorn, voran; <lbinfo n=""3""/> vor, voram {%(Gen. o.%} —˚); zuerst, am Anfang. {%Mit%} {#BU#} vortreten."
agrakara	agrakara	164	003-1	{#agrakara#}¦ Finger {%und%} erster Strahl.
agraja	agraja	165	003-1	{#agraja#}¦ erstgeboren; {%m.%} älterer Bruder.
agraṇī	agraRI	166	003-1	{#agraRI#}¦ {%Adj.%} princeps.
agratas	agratas	167	003-1	{#agrata/s#}¦ ={#agre#}; {%mit%} {#kar#} vorangehen lassen.
agrapada	agrapada	168	003-1	{#agrapada#}¦ Zehe.*
agrabhāga	agraBAga	169	003-1	{#agraBAga#}¦ {%m.%} {#agraBUmi#} {%f.%} Apitze, Zinne.
agramukha	agramuKa	170	003-1	{#agramuKa#}¦ {%n.%} Schnabel.*
agrayāyin	agrayAyin	171	003-1	{#agrayAyin#}¦ vorangehend.
agrasaṃdhyā	agrasaMDyA	172	003-1	{#agrasaMDyA#}¦ {%f.%} Morgendämmerung.
agrahasta	agrahasta	173	003-1	{#agrahasta#}¦ {%m.%} Finger.
agrahāra	agrahAra	174	003-1	{#agrahAra#}¦ {%m.%} ein an Brahmanen verliehenes Grundstück.
agrāhin	agrAhin	175	003-1	{#agrAhin#}¦ nicht fassend {%(Blutegel).%}
agrāhya	agrAhya	176	003-1	{#agrAhya#}¦ unfassbar, unwahrnehmbar.
agrima	agrima	177	003-1	{#agrima/#}¦ der orderste, erste.
agriya	agriya	178	003-1	{#agriya/#}¦ {%n.%} erst, vorzüglich erstgeboren; {%n.%} das Beste.
agru	agru	179	003-1	{#agru/#}¦ {%f.%} {#agrU/#} ledig, unverheiratet.
agrega	agrega	180	003-1	{#agrega/#}¦ {#˚gA/#} {%u.%} {#˚gU/#} sich vorwärt bewegend.
agrepā	agrepA	181	003-1	{#agrepA/#}¦ {%u.%} {#˚pU/#} zuerst trinkend.
agresara	agresara	182	003-1	{#agresara#}¦ {%f.%} {#ri#} vorangehend.
agrya	agrya	183	003-1	{#agrya/#}¦ der erste, vorzüglichste, beste.
agha	aGa	184	003-1	{#aGa/#}¦ böse, schlimm; {%n.%} Übel, Schuld.
aghamarṣaṇa	aGamarzaRa	185	003-2	{#{{aGamazarRa->aGamarzaRa||20160404|Jim Funderburk|https://github.com/sanskrit-lexicon/CORRECTIONS/issues/261|}}#}¦ Sünden tilgend.
aghavighātakartar	aGaviGAtakartar	186	003-2	{#aGaviGAtakartar#}¦ Schuld tilgend.
aghaśaṃsa	aGaSaMsa	187	003-2	{#aGa/SaMsa#}¦ Böses sinnend.
aghṛṇa	aGfRa	188	003-2	{#aGfRa#}¦ mitleidlos, grausam.
aghnya	aGnya	189	003-2	{#a/Gnya#}¦ {%u.%} {#aDnya^#} Stier; {%f.%} {#A#} Kuh.
aṅka	aNka	190	003-2	"{#aNka/#}¦ Haken, Biegung, Bug, Flanke, Schoß, Seite, Nähe; Mahl, Zeichen, Brandmahl; <lbinfo n=""5""/> akt eines Dramas."
aṅkay	aNkay	191	003-2	"{#aNkay#}¦ {#˚yati#} kennzeichnen, brandmarken; {%p.p%} {#aNkita#} gekennzeichnet, gebrandmarkt, <lbinfo n=""6""/> kenntlich an (—˚)"
aṅkas	aNkas	192	003-2	{#a/Nkas#}¦ {%n.%} Biegung, Krümmung.
aṅkura	aNkura	193	003-2	{#aNkura#}¦ {%n.%} Schössling, Spross.
aṅkuray	aNkuray	194	003-2	{#aNkuray#}¦ {%u.%} {#˚rAy#} außchießen, sprossen.
aṅkurita	aNkurita	195	003-2	{#aNkurita#}¦ aufgeschossen, gesprosst.
aṅkuśa	aNkuSa	196	003-2	{#aNkuSa/#}¦ {%m.%} Haken, Stachel.
aṅkuśin	aNkuSin	197	003-2	{#aNkuSi/n#}¦ hakig, anziehend, verlockend.
aṅkte	aNkte	198	003-2	{#aNkte#}¦ {%s.%} {#aYj#}
aṅkhay	aNKay	199	003-2	{#aNKay#}¦ {#˚yati#} vermengen.
aṅg	aNg	200	003-2	{#aNg#}¦ {#aNgati#} gehen
aṅga	aNga	201	003-2	1. {#aNga/#}¦ gerade, eben, nur {%(hervorhebend%}, {%anrufend u.auffordernd).%}
aṅga	aNga	202	003-2	2. {#a/Nga#}¦ {%m. Mannsn; Pl Volks-u. Landesn.%}
aṅga	aNga	203	003-2	"3. {#a/Nga#}¦ {%(m.?) n.%} (adj. —˚ {%f.%} {#I)#} Glied, Teil Körper;Bestandteil, Hilfsmittel, Ergänzung, <lbinfo n=""8""/> anhang; Thema, Stamm {%(g.)%}"
aṅgaṇa	aNgaRa	204	003-2	{#aNgaRa#}¦ {%n.%} Hof.
aṅgada	aNgada	205	003-2	{#aNgada#}¦ {%n.%} Armband.
aṅgana	aNgana	206	003-2	{#{{aqgana->aNgana||20160404|Jim Funderburk|https://github.com/sanskrit-lexicon/CORRECTIONS/issues/261|}}#}¦ ={#aNgaRa#}.
aṅganā	aNganA	207	003-2	{#aNganA#}¦ {%f.%} Frau, Tierweibehen.
aṅgabhaṅga	aNgaBaNga	208	003-2	{#aNgaBaNga#}¦ {%m.%} das Zusammenbrechen (des Körpers).
aṅgarāga	aNgarAga	209	003-2	{#aNgarAga#}¦ {%m.%} Puder, Schminke.
aṅgavant	aNgavant	210	003-2	{#aNgavant#}¦ mit Gliedern begabt.
aṅgavikāra	aNgavikAra	211	003-2	{#aNgavikAra#}¦ {%m.%} Körpergebrechen.
aṅgasaṃskāra	aNgasaMskAra	212	003-2	{#aNgasaMskAra#}¦ {%m.%} Körperpflege.
aṅgasparśa	aNgasparSa	213	003-2	{#aNgasparSa#}¦ {%m.%} Körperberührung.
aṅgāra	aNgAra	214	003-2	{#a/NgAra#}¦ {%m. n.%} Kohle. {#˚ka#} {%dass.%}; der Planet Mars.
aṅgin	aNgin	215	003-2	"{#aNgin#}¦ gliedbegabt; mit Hilfsmitteln versehen. <lbinfo n=""6""/>"
aṅgiras	aNgiras	216	003-2	{#a/Ngiras#}¦ {%m.%} Art höherer Wesen {%(mit Agni%} {%an der Spitze); N. eines Rishi u. eines%} {%Sternbildes im grossen Bären; Pl. N.%} {%einer Sängerfamilie u. des Atharvaveda.%}
aṅgīkar	aNgIkar	217	004-1	{#aNgIkar#}¦ {#kar#} {%(eig.%} zu seinem Gliede machen), sich aneignen, auf sich nehmen, sich gefallen lassen, zugestehen, versprechen.
aṅgīkaraṇa	aNgIkaraRa	218	004-1	"{#aNgIkaraRa#}¦ {%m.%} {#˚kAra#} {%n.%} zugeständnis, Annahme. <lbinfo n=""6""/>"
aṅgurīyaka	aNgurIyaka	219	004-1	{#aNgurIyaka#}¦ {%n.%} Fingerring.
aṅgula	aNgula	220	004-1	{#aNgula#}¦ {%m. n.%} Daumenbreite.
aṅguli	aNguli	221	004-1	{#aNguli#}¦ {%u.%} {#aNgulI#} {%f.%} Finger. Zehe.
aṅgulitra	aNgulitra	222	004-1	{#aNgulitra#}¦ {%u.%} {#˚trARa#} {%n.%} der Fingerhut {%(des%} {%Bogenschützen.%}
aṅgulīmudrā	aNgulImudrA	223	004-1	{#aNgulImudrA#}¦ {%f.%} Siegelring.
aṅgulīya	aNgulIya	224	004-1	{#aNgulIya#}¦ {%u.%} {#˚ka#} {%n.%} Fingerring.
aṅgulīyamudrakā	aNgulIyamudrakA	225	004-1	{#aNgulIyamudrakA#}¦ {%f.%} Siegelring.*
aṅguṣṭha	aNguzWa	226	004-1	{#aNgu/zWa#}¦ {%m.%} Daumen; grosse Zehe.
aṅguṣṭhamātraka	aNguzWamAtraka	227	004-1	{#aNguzWamAtraka#}¦ daumenlang.
aṅghri	aNGri	228	004-1	{#a/NGri#}¦ {%m.%} Fuss.
ac	ac	229	004-1	"{#ac#}¦ {#a/cati, ˚te#} {%u.%} {#a/Ycati,˚te#} biegen; gehen. {%p.p%} {#aYcita#} gebogen, gewölbt, kraus; (*verehrt) herrlich, schön. {#A#} biegen, krümmen. {#ud#} aufheben. {#pari#} hinund <lbinfo n=""3""/> herbewegen."
acakṣurviṣaya	acakzurvizaya	230	004-1	"{#acakzurvizaya#}¦ der außerhalb des Gesichtskreises <lbinfo n=""7""/> liegende Raum."
acakṣus	acakzus	231	004-1	{#acakzus#}¦ augenlos.
acara	acara	232	004-1	{#acara#}¦ unbeweglich.
acala	acala	233	004-1	{#acala#}¦ {%dass.; m.%} Berg; {%f.%} {#A#} Erde.
acalana	acalana	234	004-1	{#acalana#}¦ {%n.%} das Nichtwanken.
acit	acit	235	004-1	{#aci/t#}¦ f. das Nichtverstehen.
acitta	acitta	236	004-1	{#aci/tta#}¦ unbemerkt, unbegriffen.
acitti	acitti	237	004-1	{#a/citti#}¦ f. Unverstand, Thorheit.
acintanīya	acintanIya	238	004-1	{#acintanIya#}¦ undenkbar.
acintā	acintA	239	004-1	{#acintA#}¦ Gedenken-, Sorglosigkeit.
acintita	acintita	240	004-1	{#acintita#}¦ ungedacht, unerwartet.
acintya	acintya	241	004-1	{#a/cintya#}¦ undenkbar, unfassbar.
acira	acira	242	004-1	"{#acira#}¦ nicht lang, kurz {%(zeitl).%} ˚—, {#aciram#}, <lbinfo n=""4""/> {#˚reRa#} {%u.%} {#˚rAt#} in Kurzem, eben, bald, gleich."
aciradyuti	aciradyuti	243	004-1	{#aciradyuti#},¦ {#acirapraBA#} {%u.%} {#˚BAs#} f. Blitz.
acetana	acetana	244	004-1	{#acetana#}¦ unverständig, bewusstlos.
acetas	acetas	245	004-1	{#aceta/s#}¦ {%dass.%}
aceṣṭa	acezwa	246	004-1	{#acezwa#}¦ bewegungslos. {%Abstr.%} {#˚tA#} {%f.%}
acodita	acodita	247	004-1	{#acodita#}¦ {%u.%} {#acodyamAna#} unangetrieben.
accha	acCa	248	004-2	1. {#a/cCa#}¦ {%u.%} {#a/cCA#} nahe dabei. {%Praep. mit%} {%Acc.%} zu, hin zu, versus.
accha	acCa	249	004-2	2. {#acCa#}¦ klar, rein.
acchabhalla	acCaBalla	250	004-2	{#*acCaBalla#}¦ {%m.%} Bär.*
acchidra	acCidra	251	004-2	{#a/cCidra#}¦ unbeschädigt, ununterbrochen, fehlerlos.
acchinna	acCinna	252	004-2	{#a/cCinna#}¦ nicht abgeschnitten, unversehrt.
acyuta	acyuta	253	004-2	"{#a/cyuta#}¦ {%u.%} {#acyuta/#} unerschüttert, unvergänglich; <lbinfo n=""5""/> {%m. Bein. Viṣṇu's%}"
acyutacyut	acyutacyut	254	004-2	{#acyutacyu/t#}¦ Unerschütterliches erschütternd.
aj	aj	255	004-2	"{#aj#}¦ {#a/cati#} {%(u.%} {#acate)#} treiben. {#aDi#} herbeitreiben. <lbinfo n=""8""/> {#apa#} wegtreiben. {#ava#} herabtreiben. <lbinfo n=""8""/> {#ud#} heraustreiben. {#upa#} herantreiben. <lbinfo n=""10""/>"
aja	aja	256	004-2	1. {#aja/#}¦ {%m.%} das Treiben. der Treiber; Ziegenbock. {#˚e/kapAd#} {%N. eines Genius%} {%des Sturmes.%} f. {#ajA/#} Ziege.
aja	aja	257	004-2	2. {#aja/#}¦ ungeboren; f. {#ajA#} die unerzeugte Natur {%(ph.)%}
ajagara	ajagara	258	004-2	{#ajagara/#}¦ {%m.%} grosse Schlange, Boa.
ajaḍa	ajaqa	259	004-2	{#ajaqa#}¦ nicht einfältig, vernünftig.
ajana	ajana	260	004-2	{#ajana/#}¦ menschenleer; {%n.%} Menschenleere.
